时间(分钟),信号值(微伏),T,信号值(微伏)
46.4907,29472,737.159512,-5294
46.4933,29473,737.183458,-5294
46.496,29476,737.255296,-5294
46.4987,29477,737.279242,-5294
46.5013,29479,737.327134,-5293
46.504,29480,737.35108,-5293
46.5067,29481,737.375026,-5293
46.5093,29484,737.446864,-5293
46.512,29486,737.494756,-5294
46.5147,29487,737.518702,-5294
46.5173,29488,737.542648,-5293
46.52,29489,737.566594,-5293
46.5227,29492,737.638432,-5293
46.5253,29494,737.686324,-5295
46.528,29494,737.686324,-5294
46.5307,29496,737.734216,-5294
46.5333,29497,737.758162,-5295
46.536,29500,737.83,-5294
46.5387,29501,737.853946,-5294
46.5413,29502,737.877892,-5295
46.544,29503,737.901838,-5295
46.5467,29505,737.94973,-5296
46.5493,29508,738.021568,-5296
46.552,29509,738.045514,-5296
46.5547,29510,738.06946,-5297
46.5573,29511,738.093406,-5297
46.56,29513,738.141298,-5296
46.5627,29516,738.213136,-5296
46.5653,29517,738.237082,-5296
46.568,29519,738.284974,-5296
46.5707,29520,738.30892,-5296
46.5733,29521,738.332866,-5296
46.576,29524,738.404704,-5296
46.5787,29525,738.42865,-5296
46.5813,29527,738.476542,-5297
46.584,29528,738.500488,-5297
46.5867,29529,738.524434,-5297
46.5893,29532,738.596272,-5298
46.592,29533,738.620218,-5299
46.5947,29535,738.66811,-5298
46.5973,29536,738.692056,-5299
46.6,29538,738.739948,-5299
46.6027,29540,738.78784,-5299
46.6053,29541,738.811786,-5300
46.608,29542,738.835732,-5299
46.6107,29544,738.883624,-5299
46.6133,29545,738.90757,-5300
46.616,29548,738.979408,-5300
46.6187,29549,739.003354,-5300
46.6213,29550,739.0273,-5300
46.624,29552,739.075192,-5300
46.6267,29553,739.099138,-5300
46.6293,29555,739.14703,-5300
46.632,29557,739.194922,-5301
46.6347,29558,739.218868,-5301
46.6373,29559,739.242814,-5301
46.64,29560,739.26676,-5301
46.6427,29563,739.338598,-5301
46.6453,29565,739.38649,-5301
46.648,29566,739.410436,-5301
46.6507,29567,739.434382,-5301
46.6533,29569,739.482274,-5301
46.656,29571,739.530166,-5301
46.6587,29573,739.578058,-5301
46.6613,29574,739.602004,-5301
46.664,29575,739.62595,-5300
46.6667,29577,739.673842,-5301
46.6693,29580,739.74568,-5301
46.672,29581,739.769626,-5301
46.6747,29582,739.793572,-5301
46.6773,29583,739.817518,-5301
46.68,29585,739.86541,-5301
46.6827,29587,739.913302,-5301
46.6853,29589,739.961194,-5302
46.688,29590,739.98514,-5302
46.6907,29592,740.033032,-5302
46.6933,29593,740.056978,-5302
46.696,29595,740.10487,-5302
46.6987,29597,740.152762,-5302
46.7013,29598,740.176708,-5302
46.704,29599,740.200654,-5302
46.7067,29601,740.248546,-5302
46.7093,29604,740.320384,-5302
46.712,29605,740.34433,-5303
46.7147,29607,740.392222,-5303
46.7173,29608,740.416168,-5303
46.72,29609,740.440114,-5303
46.7227,29612,740.511952,-5304
46.7253,29613,740.535898,-5304
46.728,29615,740.58379,-5304
46.7307,29616,740.607736,-5304
46.7333,29618,740.655628,-5304
46.736,29620,740.70352,-5304
46.7387,29622,740.751412,-5304
46.7413,29623,740.775358,-5304
46.744,29624,740.799304,-5305
46.7467,29626,740.847196,-5305
46.7493,29628,740.895088,-5306
46.752,29630,740.94298,-5305
46.7547,29631,740.966926,-5305
46.7573,29632,740.990872,-5305
46.76,29634,741.038764,-5306
46.7627,29637,741.110602,-5306
46.7653,29638,741.134548,-5306
46.768,29640,741.18244,-5306
46.7707,29641,741.206386,-5307
46.7733,29643,741.254278,-5308
46.776,29645,741.30217,-5306
46.7787,29647,741.350062,-5305
46.7813,29648,741.374008,-5306
46.784,29649,741.397954,-5306
46.7867,29651,741.445846,-5306
46.7893,29653,741.493738,-5308
46.792,29654,741.517684,-5307
46.7947,29656,741.565576,-5307
46.7973,29657,741.589522,-5307
46.8,29659,741.637414,-5308
46.8027,29661,741.685306,-5306
46.8053,29662,741.709252,-5307
46.808,29664,741.757144,-5307
46.8107,29665,741.78109,-5308
46.8133,29666,741.805036,-5308
46.816,29669,741.876874,-5309
46.8187,29670,741.90082,-5307
46.8213,29672,741.948712,-5308
46.824,29673,741.972658,-5308
46.8267,29675,742.02055,-5307
46.8293,29677,742.068442,-5307
46.832,29679,742.116334,-5309
46.8347,29680,742.14028,-5308
46.8373,29681,742.164226,-5310
46.84,29682,742.188172,-5308
46.8427,29685,742.26001,-5308
46.8453,29686,742.283956,-5308
46.848,29688,742.331848,-5308
46.8507,29689,742.355794,-5308
46.8533,29690,742.37974,-5309
46.856,29694,742.475524,-5309
46.8587,29695,742.49947,-5309
46.8613,29696,742.523416,-5309
46.864,29698,742.571308,-5308
46.8667,29699,742.595254,-5309
46.8693,29701,742.643146,-5310
46.872,29703,742.691038,-5310
46.8747,29704,742.714984,-5309
46.8773,29706,742.762876,-5310
46.88,29707,742.786822,-5310
46.8827,29710,742.85866,-5310
46.8853,29711,742.882606,-5310
46.888,29712,742.906552,-5310
46.8907,29714,742.954444,-5308
46.8933,29715,742.97839,-5308
46.896,29718,743.050228,-5309
46.8987,29720,743.09812,-5310
46.9013,29720,743.09812,-5309
46.904,29722,743.146012,-5309
46.9067,29723,743.169958,-5308
46.9093,29726,743.241796,-5309
46.912,29727,743.265742,-5309
46.9147,29729,743.313634,-5309
46.9173,29730,743.33758,-5310
46.92,29731,743.361526,-5310
46.9227,29734,743.433364,-5309
46.9253,29735,743.45731,-5309
46.928,29737,743.505202,-5309
46.9307,29738,743.529148,-5309
46.9333,29739,743.553094,-5310
46.936,29742,743.624932,-5310
46.9387,29743,743.648878,-5309
46.9413,29745,743.69677,-5310
46.944,29746,743.720716,-5309
46.9467,29747,743.744662,-5309
46.9493,29750,743.8165,-5309
46.952,29751,743.840446,-5309
46.9547,29753,743.888338,-5311
46.9573,29754,743.912284,-5312
46.96,29755,743.93623,-5311
46.9627,29758,744.008068,-5310
46.9653,29760,744.05596,-5310
46.968,29761,744.079906,-5309
46.9707,29762,744.103852,-5309
46.9733,29763,744.127798,-5310
46.976,29766,744.199636,-5310
46.9787,29767,744.223582,-5309
46.9813,29769,744.271474,-5309
46.984,29770,744.29542,-5310
46.9867,29771,744.319366,-5310
46.9893,29774,744.391204,-5310
46.992,29776,744.439096,-5311
46.9947,29777,744.463042,-5309
46.9973,29778,744.486988,-5310
47,29780,744.53488,-5310
47.0027,29782,744.582772,-5310
47.0053,29784,744.630664,-5310
47.008,29785,744.65461,-5310
47.0107,29787,744.702502,-5310
47.0133,29788,744.726448,-5311
47.016,29791,744.798286,-5311
47.0187,29792,744.822232,-5311
47.0213,29794,744.870124,-5311
47.024,29795,744.89407,-5312
47.0267,29797,744.941962,-5312
47.0293,29799,744.989854,-5311
47.032,29801,745.037746,-5311
47.0347,29803,745.085638,-5314
47.0373,29804,745.109584,-5313
47.04,29805,745.13353,-5313
47.0427,29808,745.205368,-5314
47.0453,29809,745.229314,-5314
47.048,29811,745.277206,-5315
47.0507,29812,745.301152,-5315
47.0533,29814,745.349044,-5316
47.056,29817,745.420882,-5315
47.0587,29818,745.444828,-5316
47.0613,29819,745.468774,-5315
47.064,29820,745.49272,-5316
47.0667,29822,745.540612,-5316
47.0693,29825,745.61245,-5315
47.072,29826,745.636396,-5315
47.0747,29827,745.660342,-5316
47.0773,29828,745.684288,-5315
47.08,29830,745.73218,-5315
47.0827,29832,745.780072,-5315
47.0853,29834,745.827964,-5316
47.088,29835,745.85191,-5315
47.0907,29836,745.875856,-5315
47.0933,29838,745.923748,-5315
47.096,29840,745.97164,-5315
47.0987,29841,745.995586,-5315
47.1013,29843,746.043478,-5315
47.104,29844,746.067424,-5314
47.1067,29845,746.09137,-5315
47.1093,29848,746.163208,-5315
47.112,29849,746.187154,-5314
47.1147,29850,746.2111,-5316
47.1173,29852,746.258992,-5316
47.12,29853,746.282938,-5314
47.1227,29856,746.354776,-5315
47.1253,29857,746.378722,-5315
47.128,29858,746.402668,-5318
47.1307,29860,746.45056,-5318
47.1333,29861,746.474506,-5316
47.136,29864,746.546344,-5315
47.1387,29865,746.57029,-5317
47.1413,29867,746.618182,-5314
47.144,29868,746.642128,-5315
47.1467,29869,746.666074,-5318
47.1493,29872,746.737912,-5317
47.152,29873,746.761858,-5318
47.1547,29874,746.785804,-5316
47.1573,29876,746.833696,-5316
47.16,29877,746.857642,-5314
47.1627,29880,746.92948,-5315
47.1653,29881,746.953426,-5315
47.168,29882,746.977372,-5318
47.1707,29884,747.025264,-5318
47.1733,29885,747.04921,-5316
47.176,29888,747.121048,-5314
47.1787,29889,747.144994,-5317
47.1813,29891,747.192886,-5316
47.184,29892,747.216832,-5317
47.1867,29893,747.240778,-5316
47.1893,29896,747.312616,-5316
47.192,29898,747.360508,-5318
47.1947,29899,747.384454,-5317
47.1973,29900,747.4084,-5317
47.2,29902,747.456292,-5318
47.2027,29905,747.52813,-5318
47.2053,29906,747.552076,-5318
47.208,29908,747.599968,-5317
47.2107,29909,747.623914,-5318
47.2133,29910,747.64786,-5318
47.216,29913,747.719698,-5318
47.2187,29915,747.76759,-5317
47.2213,29916,747.791536,-5317
47.224,29918,747.839428,-5317
47.2267,29919,747.863374,-5318
47.2293,29922,747.935212,-5318
47.232,29923,747.959158,-5319
47.2347,29925,748.00705,-5319
47.2373,29926,748.030996,-5318
47.24,29927,748.054942,-5318
47.2427,29930,748.12678,-5318
47.2453,29931,748.150726,-5319
47.248,29933,748.198618,-5320
47.2507,29934,748.222564,-5319
47.2533,29935,748.24651,-5318
47.256,29938,748.318348,-5319
47.2587,29939,748.342294,-5319
47.2613,29941,748.390186,-5319
47.264,29942,748.414132,-5319
47.2667,29943,748.438078,-5319
47.2693,29946,748.509916,-5319
47.272,29947,748.533862,-5321
47.2747,29948,748.557808,-5320
47.2773,29950,748.6057,-5320
47.28,29951,748.629646,-5320
47.2827,29953,748.677538,-5319
47.2853,29955,748.72543,-5321
47.288,29956,748.749376,-5321
47.2907,29957,748.773322,-5322
47.2933,29959,748.821214,-5322
47.296,29961,748.869106,-5321
47.2987,29962,748.893052,-5321
47.3013,29963,748.916998,-5321
47.304,29965,748.96489,-5323
47.3067,29966,748.988836,-5323
47.3093,29968,749.036728,-5322
47.312,29970,749.08462,-5322
47.3147,29971,749.108566,-5323
47.3173,29972,749.132512,-5322
47.32,29973,749.156458,-5322
47.3227,29976,749.228296,-5323
47.3253,29977,749.252242,-5323
47.328,29978,749.276188,-5323
47.3307,29980,749.32408,-5323
47.3333,29981,749.348026,-5323
47.336,29983,749.395918,-5322
47.3387,29985,749.44381,-5326
47.3413,29986,749.467756,-5326
47.344,29988,749.515648,-5324
47.3467,29988,749.515648,-5324
47.3493,29991,749.587486,-5324
47.352,29992,749.611432,-5324
47.3547,29994,749.659324,-5324
47.3573,29995,749.68327,-5325
47.36,29996,749.707216,-5326
47.3627,29999,749.779054,-5325
47.3653,30001,749.826946,-5325
47.368,30002,749.850892,-5325
47.3707,30003,749.874838,-5326
47.3733,30005,749.92273,-5324
47.376,30007,749.970622,-5325
47.3787,30009,750.018514,-5326
47.3813,30010,750.04246,-5325
47.384,30012,750.090352,-5326
47.3867,30013,750.114298,-5326
47.3893,30016,750.186136,-5327
47.392,30017,750.210082,-5327
47.3947,30018,750.234028,-5327
47.3973,30019,750.257974,-5326
47.4,30021,750.305866,-5326
47.4027,30023,750.353758,-5327
47.4053,30025,750.40165,-5326
47.408,30026,750.425596,-5327
47.4107,30027,750.449542,-5328
47.4133,30030,750.52138,-5329
47.416,30032,750.569272,-5328
47.4187,30033,750.593218,-5327
47.4213,30034,750.617164,-5326
47.424,30035,750.64111,-5326
47.4267,30038,750.712948,-5327
47.4293,30039,750.736894,-5329
47.432,30041,750.784786,-5326
47.4347,30042,750.808732,-5326
47.4373,30043,750.832678,-5325
47.44,30046,750.904516,-5325
47.4427,30047,750.928462,-5327
47.4453,30049,750.976354,-5326
47.448,30050,751.0003,-5326
47.4507,30051,751.024246,-5326
47.4533,30054,751.096084,-5325
47.456,30055,751.12003,-5324
47.4587,30057,751.167922,-5326
47.4613,30058,751.191868,-5326
47.464,30060,751.23976,-5327
47.4667,30063,751.311598,-5326
47.4693,30064,751.335544,-5326
47.472,30065,751.35949,-5326
47.4747,30067,751.407382,-5327
47.4773,30068,751.431328,-5328
47.48,30071,751.503166,-5327
47.4827,30072,751.527112,-5327
47.4853,30074,751.575004,-5326
47.488,30075,751.59895,-5324
47.4907,30076,751.622896,-5325
47.4933,30079,751.694734,-5326
47.496,30080,751.71868,-5325
47.4987,30082,751.766572,-5326
47.5013,30084,751.814464,-5326
47.504,30085,751.83841,-5326
47.5067,30087,751.886302,-5326
47.5093,30089,751.934194,-5325
47.512,30090,751.95814,-5325
47.5147,30092,752.006032,-5325
47.5173,30093,752.029978,-5326
47.52,30096,752.101816,-5327
47.5227,30097,752.125762,-5326
47.5253,30099,752.173654,-5326
47.528,30100,752.1976,-5326
47.5307,30101,752.221546,-5327
47.5333,30104,752.293384,-5326
47.536,30106,752.341276,-5326
47.5387,30107,752.365222,-5325
47.5413,30108,752.389168,-5324
47.544,30110,752.43706,-5325
47.5467,30112,752.484952,-5325
47.5493,30113,752.508898,-5325
47.552,30115,752.55679,-5326
47.5547,30116,752.580736,-5326
47.5573,30118,752.628628,-5326
47.56,30120,752.67652,-5326
47.5627,30121,752.700466,-5325
47.5653,30123,752.748358,-5326
47.568,30124,752.772304,-5326
47.5707,30126,752.820196,-5326
47.5733,30128,752.868088,-5326
47.576,30129,752.892034,-5325
47.5787,30131,752.939926,-5326
47.5813,30132,752.963872,-5327
47.584,30133,752.987818,-5325
47.5867,30136,753.059656,-5325
47.5893,30137,753.083602,-5325
47.592,30139,753.131494,-5326
47.5947,30140,753.15544,-5325
47.5973,30141,753.179386,-5325
47.6,30144,753.251224,-5325
47.6027,30145,753.27517,-5326
47.6053,30146,753.299116,-5326
47.608,30147,753.323062,-5327
47.6107,30148,753.347008,-5326
47.6133,30151,753.418846,-5326
47.616,30153,753.466738,-5326
47.6187,30154,753.490684,-5327
47.6213,30155,753.51463,-5326
47.624,30156,753.538576,-5325
47.6267,30159,753.610414,-5326
47.6293,30160,753.63436,-5328
47.632,30162,753.682252,-5328
47.6347,30163,753.706198,-5327
47.6373,30164,753.730144,-5326
47.64,30167,753.801982,-5327
47.6427,30168,753.825928,-5328
47.6453,30170,753.87382,-5326
47.648,30171,753.897766,-5327
47.6507,30172,753.921712,-5327
47.6533,30175,753.99355,-5326
47.656,30176,754.017496,-5329
47.6587,30178,754.065388,-5327
47.6613,30179,754.089334,-5327
47.664,30180,754.11328,-5327
47.6667,30183,754.185118,-5328
47.6693,30185,754.23301,-5328
47.672,30186,754.256956,-5330
47.6747,30187,754.280902,-5325
47.6773,30189,754.328794,-5328
47.68,30191,754.376686,-5329
47.6827,30192,754.400632,-5326
47.6853,30194,754.448524,-5326
47.688,30195,754.47247,-5326
47.6907,30197,754.520362,-5326
47.6933,30199,754.568254,-5326
47.696,30201,754.616146,-5326
47.6987,30202,754.640092,-5328
47.7013,30203,754.664038,-5329
47.704,30204,754.687984,-5329
47.7067,30207,754.759822,-5328
47.7093,30208,754.783768,-5326
47.712,30209,754.807714,-5326
47.7147,30211,754.855606,-5328
47.7173,30212,754.879552,-5328
47.72,30215,754.95139,-5329
47.7227,30216,754.975336,-5327
47.7253,30217,754.999282,-5328
47.728,30219,755.047174,-5328
47.7307,30220,755.07112,-5327
47.7333,30223,755.142958,-5327
47.736,30224,755.166904,-5329
47.7387,30225,755.19085,-5328
47.7413,30227,755.238742,-5328
47.744,30228,755.262688,-5328
47.7467,30231,755.334526,-5328
47.7493,30232,755.358472,-5328
47.752,30234,755.406364,-5329
47.7547,30235,755.43031,-5328
47.7573,30237,755.478202,-5328
47.76,30240,755.55004,-5327
47.7627,30241,755.573986,-5328
47.7653,30242,755.597932,-5328
47.768,30244,755.645824,-5329
47.7707,30245,755.66977,-5329
47.7733,30248,755.741608,-5329
47.776,30250,755.7895,-5329
47.7787,30251,755.813446,-5329
47.7813,30253,755.861338,-5329
47.784,30254,755.885284,-5328
47.7867,30257,755.957122,-5329
47.7893,30258,755.981068,-5329
47.792,30259,756.005014,-5329
47.7947,30261,756.052906,-5329
47.7973,30262,756.076852,-5329
47.8,30265,756.14869,-5329
47.8027,30266,756.172636,-5329
47.8053,30268,756.220528,-5329
47.808,30270,756.26842,-5329
47.8107,30271,756.292366,-5329
47.8133,30273,756.340258,-5329
47.816,30275,756.38815,-5329
47.8187,30276,756.412096,-5329
47.8213,30278,756.459988,-5329
47.824,30279,756.483934,-5329
47.8267,30282,756.555772,-5328
47.8293,30283,756.579718,-5329
47.832,30284,756.603664,-5329
47.8347,30286,756.651556,-5329
47.8373,30287,756.675502,-5329
47.84,30289,756.723394,-5329
47.8427,30291,756.771286,-5328
47.8453,30292,756.795232,-5329
47.848,30294,756.843124,-5328
47.8507,30295,756.86707,-5329
47.8533,30297,756.914962,-5329
47.856,30299,756.962854,-5329
47.8587,30300,756.9868,-5329
47.8613,30302,757.034692,-5330
47.864,30303,757.058638,-5331
47.8667,30305,757.10653,-5331
47.8693,30307,757.154422,-5330
47.872,30308,757.178368,-5331
47.8747,30309,757.202314,-5331
47.8773,30310,757.22626,-5331
47.88,30313,757.298098,-5331
47.8827,30314,757.322044,-5331
47.8853,30316,757.369936,-5331
47.888,30317,757.393882,-5331
47.8907,30318,757.417828,-5331
47.8933,30321,757.489666,-5331
47.896,30322,757.513612,-5331
47.8987,30323,757.537558,-5331
47.9013,30325,757.58545,-5331
47.904,30326,757.609396,-5331
47.9067,30329,757.681234,-5332
47.9093,30330,757.70518,-5332
47.912,30332,757.753072,-5332
47.9147,30333,757.777018,-5332
47.9173,30334,757.800964,-5332
47.92,30337,757.872802,-5332
47.9227,30339,757.920694,-5333
47.9253,30340,757.94464,-5333
47.928,30341,757.968586,-5333
47.9307,30343,758.016478,-5333
47.9333,30346,758.088316,-5333
47.936,30347,758.112262,-5334
47.9387,30348,758.136208,-5334
47.9413,30350,758.1841,-5334
47.944,30351,758.208046,-5334
47.9467,30354,758.279884,-5335
47.9493,30355,758.30383,-5335
47.952,30357,758.351722,-5335
47.9547,30358,758.375668,-5334
47.9573,30359,758.399614,-5334
47.96,30362,758.471452,-5333
47.9627,30363,758.495398,-5334
47.9653,30365,758.54329,-5334
47.968,30366,758.567236,-5334
47.9707,30368,758.615128,-5334
47.9733,30371,758.686966,-5334
47.976,30372,758.710912,-5334
47.9787,30373,758.734858,-5334
47.9813,30374,758.758804,-5334
47.984,30376,758.806696,-5334
47.9867,30379,758.878534,-5334
47.9893,30380,758.90248,-5333
47.992,30381,758.926426,-5333
47.9947,30383,758.974318,-5334
47.9973,30385,759.02221,-5334
48,30387,759.070102,-5334
48.0027,30388,759.094048,-5334
48.0053,30390,759.14194,-5334
48.008,30391,759.165886,-5334
48.0107,30394,759.237724,-5334
48.0133,30395,759.26167,-5334
48.016,30397,759.309562,-5335
48.0187,30398,759.333508,-5335
48.0213,30400,759.3814,-5335
48.024,30401,759.405346,-5335
48.0267,30404,759.477184,-5335
48.0293,30405,759.50113,-5335
48.032,30407,759.549022,-5335
48.0347,30408,759.572968,-5335
48.0373,30411,759.644806,-5335
48.04,30413,759.692698,-5336
48.0427,30413,759.692698,-5335
48.0453,30415,759.74059,-5335
48.048,30416,759.764536,-5335
48.0507,30419,759.836374,-5335
48.0533,30421,759.884266,-5336
48.056,30422,759.908212,-5336
48.0587,30423,759.932158,-5336
48.0613,30424,759.956104,-5336
48.064,30427,760.027942,-5335
48.0667,30428,760.051888,-5335
48.0693,30430,760.09978,-5335
48.072,30431,760.123726,-5335
48.0747,30432,760.147672,-5335
48.0773,30435,760.21951,-5336
48.08,30436,760.243456,-5336
48.0827,30438,760.291348,-5335
48.0853,30439,760.315294,-5335
48.088,30441,760.363186,-5336
48.0907,30443,760.411078,-5337
48.0933,30444,760.435024,-5336
48.096,30445,760.45897,-5336
48.0987,30446,760.482916,-5336
48.1013,30448,760.530808,-5336
48.104,30451,760.602646,-5336
48.1067,30452,760.626592,-5336
48.1093,30453,760.650538,-5336
48.112,30454,760.674484,-5335
48.1147,30456,760.722376,-5335
48.1173,30458,760.770268,-5335
48.12,30460,760.81816,-5335
48.1227,30461,760.842106,-5335
48.1253,30463,760.889998,-5336
48.128,30464,760.913944,-5337
48.1307,30467,760.985782,-5337
48.1333,30468,761.009728,-5337
48.136,30469,761.033674,-5338
48.1387,30470,761.05762,-5338
48.1413,30471,761.081566,-5338
48.144,30474,761.153404,-5338
48.1467,30476,761.201296,-5338
48.1493,30477,761.225242,-5339
48.152,30478,761.249188,-5340
48.1547,30480,761.29708,-5340
48.1573,30482,761.344972,-5340
48.16,30484,761.392864,-5340
48.1627,30485,761.41681,-5341
48.1653,30486,761.440756,-5340
48.168,30488,761.488648,-5340
48.1707,30490,761.53654,-5340
48.1733,30492,761.584432,-5340
48.176,30493,761.608378,-5339
48.1787,30494,761.632324,-5339
48.1813,30495,761.65627,-5339
48.184,30498,761.728108,-5338
48.1867,30500,761.776,-5338
48.1893,30501,761.799946,-5339
48.192,30502,761.823892,-5339
48.1947,30504,761.871784,-5338
48.1973,30506,761.919676,-5338
48.2,30508,761.967568,-5337
48.2027,30509,761.991514,-5337
48.2053,30510,762.01546,-5337
48.208,30512,762.063352,-5336
48.2107,30515,762.13519,-5336
48.2133,30516,762.159136,-5336
48.216,30517,762.183082,-5336
48.2187,30519,762.230974,-5335
48.2213,30520,762.25492,-5335
48.224,30523,762.326758,-5334
48.2267,30524,762.350704,-5334
48.2293,30526,762.398596,-5334
48.232,30527,762.422542,-5334
48.2347,30529,762.470434,-5334
48.2373,30531,762.518326,-5333
48.24,30533,762.566218,-5333
48.2427,30534,762.590164,-5333
48.2453,30535,762.61411,-5333
48.248,30537,762.662002,-5333
48.2507,30540,762.73384,-5332
48.2533,30541,762.757786,-5331
48.256,30543,762.805678,-5332
48.2587,30544,762.829624,-5331
48.2613,30545,762.85357,-5331
48.264,30548,762.925408,-5331
48.2667,30549,762.949354,-5332
48.2693,30551,762.997246,-5331
48.272,30552,763.021192,-5331
48.2747,30554,763.069084,-5331
48.2773,30556,763.116976,-5332
48.28,30558,763.164868,-5332
48.2827,30559,763.188814,-5332
48.2853,30560,763.21276,-5332
48.288,30562,763.260652,-5332
48.2907,30565,763.33249,-5332
48.2933,30566,763.356436,-5332
48.296,30567,763.380382,-5332
48.2987,30568,763.404328,-5331
48.3013,30570,763.45222,-5330
48.304,30573,763.524058,-5329
48.3067,30574,763.548004,-5329
48.3093,30575,763.57195,-5329
48.312,30576,763.595896,-5329
48.3147,30578,763.643788,-5329
48.3173,30581,763.715626,-5329
48.32,30582,763.739572,-5329
48.3227,30583,763.763518,-5329
48.3253,30584,763.787464,-5328
48.328,30585,763.81141,-5328
48.3307,30588,763.883248,-5329
48.3333,30589,763.907194,-5329
48.336,30591,763.955086,-5328
48.3387,30592,763.979032,-5329
48.3413,30593,764.002978,-5329
48.344,30595,764.05087,-5328
48.3467,30597,764.098762,-5328
48.3493,30598,764.122708,-5328
48.352,30600,764.1706,-5329
48.3547,30601,764.194546,-5329
48.3573,30603,764.242438,-5329
48.36,30605,764.29033,-5328
48.3627,30606,764.314276,-5328
48.3653,30608,764.362168,-5328
48.368,30609,764.386114,-5328
48.3707,30612,764.457952,-5328
48.3733,30613,764.481898,-5328
48.376,30615,764.52979,-5328
48.3787,30616,764.553736,-5329
48.3813,30617,764.577682,-5329
48.384,30620,764.64952,-5329
48.3867,30622,764.697412,-5328
48.3893,30623,764.721358,-5329
48.392,30625,764.76925,-5329
48.3947,30626,764.793196,-5329
48.3973,30629,764.865034,-5329
48.4,30630,764.88898,-5329
48.4027,30631,764.912926,-5329
48.4053,30633,764.960818,-5329
48.408,30634,764.984764,-5329
48.4107,30637,765.056602,-5329
48.4133,30638,765.080548,-5329
48.416,30639,765.104494,-5329
48.4187,30641,765.152386,-5329
48.4213,30642,765.176332,-5329
48.424,30645,765.24817,-5329
48.4267,30646,765.272116,-5329
48.4293,30648,765.320008,-5329
48.432,30649,765.343954,-5328
48.4347,30650,765.3679,-5328
48.4373,30653,765.439738,-5328
48.44,30654,765.463684,-5327
48.4427,30656,765.511576,-5326
48.4453,30657,765.535522,-5327
48.448,30658,765.559468,-5327
48.4507,30661,765.631306,-5328
48.4533,30662,765.655252,-5328
48.456,30664,765.703144,-5328
48.4587,30665,765.72709,-5329
48.4613,30666,765.751036,-5328
48.464,30669,765.822874,-5327
48.4667,30670,765.84682,-5327
48.4693,30672,765.894712,-5327
48.472,30673,765.918658,-5328
48.4747,30675,765.96655,-5328
48.4773,30677,766.014442,-5327
48.48,30679,766.062334,-5328
48.4827,30680,766.08628,-5327
48.4853,30681,766.110226,-5326
48.488,30683,766.158118,-5327
48.4907,30686,766.229956,-5327
48.4933,30687,766.253902,-5327
48.496,30689,766.301794,-5327
48.4987,30690,766.32574,-5327
48.5013,30691,766.349686,-5328
48.504,30694,766.421524,-5328
48.5067,30695,766.44547,-5327
48.5093,30697,766.493362,-5326
48.512,30698,766.517308,-5327
48.5147,30700,766.5652,-5327
48.5173,30703,766.637038,-5328
48.52,30704,766.660984,-5328
48.5227,30705,766.68493,-5328
48.5253,30707,766.732822,-5329
48.528,30708,766.756768,-5329
48.5307,30711,766.828606,-5328
48.5333,30712,766.852552,-5328
48.536,30714,766.900444,-5328
48.5387,30715,766.92439,-5329
48.5413,30716,766.948336,-5329
48.544,30719,767.020174,-5329
48.5467,30721,767.068066,-5329
48.5493,30722,767.092012,-5329
48.552,30724,767.139904,-5329
48.5547,30725,767.16385,-5329
48.5573,30728,767.235688,-5329
48.56,30729,767.259634,-5329
48.5627,30730,767.28358,-5330
48.5653,30731,767.307526,-5330
48.568,30733,767.355418,-5330
48.5707,30736,767.427256,-5329
48.5733,30737,767.451202,-5329
48.576,30738,767.475148,-5330
48.5787,30739,767.499094,-5330
48.5813,30741,767.546986,-5330
48.584,30744,767.618824,-5330
48.5867,30745,767.64277,-5329
48.5893,30746,767.666716,-5331
48.592,30747,767.690662,-5331
48.5947,30749,767.738554,-5330
48.5973,30751,767.786446,-5330
48.6,30753,767.834338,-5330
48.6027,30755,767.88223,-5329
48.6053,30756,767.906176,-5329
48.608,30757,767.930122,-5329
48.6107,30760,768.00196,-5329
48.6133,30761,768.025906,-5329
48.616,30762,768.049852,-5330
48.6187,30764,768.097744,-5329
48.6213,30765,768.12169,-5330
48.624,30768,768.193528,-5330
48.6267,30769,768.217474,-5330
48.6293,30770,768.24142,-5330
48.632,30772,768.289312,-5330
48.6347,30773,768.313258,-5330
48.6373,30775,768.36115,-5329
48.64,30777,768.409042,-5329
48.6427,30778,768.432988,-5329
48.6453,30780,768.48088,-5330
48.648,30781,768.504826,-5330
48.6507,30784,768.576664,-5330
48.6533,30785,768.60061,-5330
48.656,30786,768.624556,-5329
48.6587,30788,768.672448,-5329
48.6613,30789,768.696394,-5328
48.664,30792,768.768232,-5328
48.6667,30794,768.816124,-5329
48.6693,30795,768.84007,-5329
48.672,30796,768.864016,-5330
48.6747,30797,768.887962,-5329
48.6773,30800,768.9598,-5329
48.68,30802,769.007692,-5328
48.6827,30803,769.031638,-5329
48.6853,30805,769.07953,-5330
48.688,30806,769.103476,-5330
48.6907,30809,769.175314,-5329
48.6933,30810,769.19926,-5329
48.696,30812,769.247152,-5329
48.6987,30813,769.271098,-5330
48.7013,30814,769.295044,-5329
48.704,30817,769.366882,-5329
48.7067,30819,769.414774,-5329
48.7093,30820,769.43872,-5329
48.712,30821,769.462666,-5329
48.7147,30823,769.510558,-5329
48.7173,30826,769.582396,-5329
48.72,30827,769.606342,-5328
48.7227,30828,769.630288,-5327
