时间(分钟),信号值(微伏),
12.7707,-5576,
12.7733,-5575,
12.776,-5575,
12.7787,-5575,
12.7813,-5576,
12.784,-5576,
12.7867,-5575,
12.7893,-5575,
12.792,-5576,
12.7947,-5575,
12.7973,-5575,
12.8,-5574,
12.8027,-5575,
12.8053,-5575,
12.808,-5574,
12.8107,-5574,
12.8133,-5574,
12.816,-5574,
12.8187,-5574,
12.8213,-5574,
12.824,-5574,
12.8267,-5573,
12.8293,-5573,
12.832,-5573,
12.8347,-5574,
12.8373,-5573,
12.84,-5573,
12.8427,-5573,
12.8453,-5573,
12.848,-5573,
12.8507,-5574,
12.8533,-5574,
12.856,-5574,
12.8587,-5574,
12.8613,-5575,
12.864,-5575,
12.8667,-5575,
12.8693,-5575,
12.872,-5575,
12.8747,-5575,
12.8773,-5575,
12.88,-5575,
12.8827,-5575,
12.8853,-5575,
12.888,-5575,
12.8907,-5575,
12.8933,-5577,
12.896,-5576,
12.8987,-5576,
12.9013,-5575,
12.904,-5576,
12.9067,-5577,
12.9093,-5577,
12.912,-5577,
12.9147,-5576,
12.9173,-5577,
12.92,-5577,
12.9227,-5577,
12.9253,-5578,
12.928,-5575,
12.9307,-5577,
12.9333,-5575,
12.936,-5576,
12.9387,-5576,
12.9413,-5578,
12.944,-5577,
12.9467,-5577,
12.9493,-5579,
12.952,-5580,
12.9547,-5579,
12.9573,-5579,
12.96,-5577,
12.9627,-5578,
12.9653,-5578,
12.968,-5577,
12.9707,-5580,
12.9733,-5578,
12.976,-5577,
12.9787,-5578,
12.9813,-5577,
12.984,-5576,
12.9867,-5578,
12.9893,-5578,
12.992,-5578,
12.9947,-5578,
12.9973,-5578,
13,-5577,
13.0027,-5578,
13.0053,-5577,
13.008,-5577,
13.0107,-5578,
13.0133,-5578,
13.016,-5578,
13.0187,-5578,
13.0213,-5577,
13.024,-5577,
13.0267,-5577,
13.0293,-5579,
13.032,-5581,
13.0347,-5581,
13.0373,-5579,
13.04,-5578,
13.0427,-5580,
13.0453,-5583,
13.048,-5581,
13.0507,-5579,
13.0533,-5579,
13.056,-5579,
13.0587,-5579,
13.0613,-5579,
13.064,-5577,
13.0667,-5579,
13.0693,-5580,
13.072,-5581,
13.0747,-5579,
13.0773,-5577,
13.08,-5578,
13.0827,-5577,
13.0853,-5576,
13.088,-5577,
13.0907,-5576,
13.0933,-5575,
13.096,-5575,
13.0987,-5575,
13.1013,-5575,
13.104,-5576,
13.1067,-5576,
13.1093,-5576,
13.112,-5575,
13.1147,-5575,
13.1173,-5574,
13.12,-5575,
13.1227,-5575,
13.1253,-5574,
13.128,-5574,
13.1307,-5574,
13.1333,-5574,
13.136,-5574,
13.1387,-5573,
13.1413,-5572,
13.144,-5574,
13.1467,-5574,
13.1493,-5574,
13.152,-5574,
13.1547,-5574,
13.1573,-5573,
13.16,-5573,
13.1627,-5573,
13.1653,-5574,
13.168,-5574,
13.1707,-5573,
13.1733,-5574,
13.176,-5573,
13.1787,-5575,
13.1813,-5575,
13.184,-5575,
13.1867,-5572,
13.1893,-5569,
13.192,-5573,
13.1947,-5578,
13.1973,-5574,
13.2,-5574,
13.2027,-5575,
13.2053,-5574,
13.208,-5575,
13.2107,-5573,
13.2133,-5574,
13.216,-5573,
13.2187,-5574,
13.2213,-5575,
13.224,-5574,
13.2267,-5574,
13.2293,-5575,
13.232,-5576,
13.2347,-5575,
13.2373,-5575,
13.24,-5575,
13.2427,-5576,
13.2453,-5576,
13.248,-5575,
13.2507,-5574,
13.2533,-5576,
13.256,-5575,
13.2587,-5574,
13.2613,-5574,
13.264,-5575,
13.2667,-5574,
13.2693,-5574,
13.272,-5574,
13.2747,-5575,
13.2773,-5575,
13.28,-5575,
13.2827,-5575,
13.2853,-5575,
13.288,-5577,
13.2907,-5574,
13.2933,-5572,
13.296,-5574,
13.2987,-5574,
13.3013,-5577,
13.304,-5577,
13.3067,-5573,
13.3093,-5573,
13.312,-5574,
13.3147,-5573,
13.3173,-5572,
13.32,-5572,
13.3227,-5572,
13.3253,-5572,
13.328,-5571,
13.3307,-5571,
13.3333,-5571,
13.336,-5571,
13.3387,-5571,
13.3413,-5570,
13.344,-5570,
13.3467,-5569,
13.3493,-5568,
13.352,-5569,
13.3547,-5569,
13.3573,-5568,
13.36,-5571,
13.3627,-5571,
13.3653,-5572,
13.368,-5571,
13.3707,-5568,
13.3733,-5568,
13.376,-5569,
13.3787,-5568,
13.3813,-5572,
13.384,-5569,
13.3867,-5567,
13.3893,-5570,
13.392,-5572,
13.3947,-5570,
13.3973,-5569,
13.4,-5568,
13.4027,-5569,
13.4053,-5567,
13.408,-5569,
13.4107,-5571,
13.4133,-5569,
13.416,-5570,
13.4187,-5573,
13.4213,-5573,
13.424,-5569,
13.4267,-5570,
13.4293,-5570,
13.432,-5571,
13.4347,-5568,
13.4373,-5568,
13.44,-5572,
13.4427,-5571,
13.4453,-5571,
13.448,-5570,
13.4507,-5571,
13.4533,-5571,
13.456,-5569,
13.4587,-5569,
13.4613,-5569,
13.464,-5567,
13.4667,-5568,
13.4693,-5569,
13.472,-5569,
13.4747,-5567,
13.4773,-5568,
13.48,-5567,
13.4827,-5567,
13.4853,-5568,
13.488,-5569,
13.4907,-5568,
13.4933,-5568,
13.496,-5568,
13.4987,-5567,
13.5013,-5569,
13.504,-5570,
13.5067,-5570,
13.5093,-5570,
13.512,-5569,
13.5147,-5569,
13.5173,-5571,
13.52,-5573,
13.5227,-5571,
13.5253,-5571,
13.528,-5572,
13.5307,-5573,
13.5333,-5571,
13.536,-5571,
13.5387,-5573,
13.5413,-5573,
13.544,-5574,
13.5467,-5573,
13.5493,-5571,
13.552,-5571,
13.5547,-5572,
13.5573,-5573,
13.56,-5575,
13.5627,-5575,
13.5653,-5575,
13.568,-5575,
13.5707,-5577,
13.5733,-5576,
13.576,-5577,
13.5787,-5576,
13.5813,-5577,
13.584,-5577,
13.5867,-5574,
13.5893,-5575,
13.592,-5574,
13.5947,-5574,
13.5973,-5574,
13.6,-5575,
13.6027,-5574,
13.6053,-5574,
13.608,-5574,
13.6107,-5574,
13.6133,-5574,
13.616,-5574,
13.6187,-5573,
13.6213,-5574,
13.624,-5574,
13.6267,-5571,
13.6293,-5571,
13.632,-5572,
13.6347,-5572,
13.6373,-5572,
13.64,-5571,
13.6427,-5570,
13.6453,-5570,
13.648,-5571,
13.6507,-5571,
13.6533,-5569,
13.656,-5562,
13.6587,-5568,
13.6613,-5571,
13.664,-5568,
13.6667,-5569,
13.6693,-5571,
13.672,-5571,
13.6747,-5570,
13.6773,-5571,
13.68,-5572,
13.6827,-5571,
13.6853,-5569,
13.688,-5564,
13.6907,-5565,
13.6933,-5571,
13.696,-5569,
13.6987,-5571,
13.7013,-5569,
13.704,-5565,
13.7067,-5565,
13.7093,-5569,
13.712,-5570,
13.7147,-5567,
13.7173,-5559,
13.72,-5569,
13.7227,-5566,
13.7253,-5568,
13.728,-5569,
13.7307,-5566,
13.7333,-5564,
13.736,-5565,
13.7387,-5566,
13.7413,-5563,
13.744,-5560,
13.7467,-5568,
13.7493,-5568,
13.752,-5568,
13.7547,-5566,
13.7573,-5565,
13.76,-5566,
13.7627,-5567,
13.7653,-5569,
13.768,-5569,
13.7707,-5568,
13.7733,-5567,
13.776,-5569,
13.7787,-5569,
13.7813,-5569,
13.784,-5569,
13.7867,-5566,
13.7893,-5567,
13.792,-5570,
13.7947,-5570,
13.7973,-5570,
13.8,-5571,
13.8027,-5570,
13.8053,-5568,
13.808,-5570,
13.8107,-5569,
13.8133,-5570,
13.816,-5571,
13.8187,-5571,
13.8213,-5569,
13.824,-5571,
13.8267,-5572,
13.8293,-5572,
13.832,-5572,
13.8347,-5571,
13.8373,-5574,
13.84,-5571,
13.8427,-5571,
13.8453,-5572,
13.848,-5574,
13.8507,-5574,
13.8533,-5574,
13.856,-5574,
13.8587,-5574,
13.8613,-5575,
13.864,-5576,
13.8667,-5575,
13.8693,-5576,
13.872,-5576,
13.8747,-5578,
13.8773,-5577,
13.88,-5577,
13.8827,-5578,
13.8853,-5578,
13.888,-5579,
13.8907,-5580,
13.8933,-5580,
13.896,-5580,
13.8987,-5580,
13.9013,-5580,
13.904,-5580,
13.9067,-5580,
13.9093,-5582,
13.912,-5582,
13.9147,-5583,
13.9173,-5582,
13.92,-5584,
13.9227,-5582,
13.9253,-5582,
13.928,-5583,
13.9307,-5583,
13.9333,-5582,
13.936,-5582,
13.9387,-5582,
13.9413,-5583,
13.944,-5582,
13.9467,-5580,
13.9493,-5582,
13.952,-5583,
13.9547,-5583,
13.9573,-5583,
13.96,-5582,
13.9627,-5582,
13.9653,-5582,
13.968,-5583,
13.9707,-5583,
13.9733,-5582,
13.976,-5581,
13.9787,-5580,
13.9813,-5582,
13.984,-5583,
13.9867,-5583,
13.9893,-5583,
13.992,-5583,
13.9947,-5583,
13.9973,-5583,
14,-5584,
14.0027,-5583,
14.0053,-5583,
14.008,-5583,
14.0107,-5584,
14.0133,-5582,
14.016,-5583,
14.0187,-5583,
14.0213,-5583,
14.024,-5583,
14.0267,-5586,
14.0293,-5585,
14.032,-5586,
14.0347,-5585,
14.0373,-5585,
14.04,-5585,
14.0427,-5585,
14.0453,-5583,
14.048,-5584,
14.0507,-5587,
14.0533,-5586,
14.056,-5584,
14.0587,-5584,
14.0613,-5585,
14.064,-5587,
14.0667,-5585,
14.0693,-5585,
14.072,-5584,
14.0747,-5585,
14.0773,-5585,
14.08,-5586,
14.0827,-5588,
14.0853,-5586,
14.088,-5586,
14.0907,-5588,
14.0933,-5587,
14.096,-5587,
14.0987,-5586,
14.1013,-5585,
14.104,-5585,
14.1067,-5587,
14.1093,-5587,
14.112,-5587,
14.1147,-5587,
14.1173,-5589,
14.12,-5587,
14.1227,-5587,
14.1253,-5586,
14.128,-5589,
14.1307,-5587,
14.1333,-5587,
14.136,-5589,
14.1387,-5589,
14.1413,-5588,
14.144,-5586,
14.1467,-5588,
14.1493,-5590,
14.152,-5589,
14.1547,-5589,
14.1573,-5588,
14.16,-5589,
14.1627,-5588,
14.1653,-5588,
14.168,-5588,
14.1707,-5590,
14.1733,-5590,
14.176,-5590,
14.1787,-5590,
14.1813,-5590,
14.184,-5591,
14.1867,-5592,
14.1893,-5593,
14.192,-5593,
14.1947,-5594,
14.1973,-5595,
14.2,-5595,
14.2027,-5594,
14.2053,-5594,
14.208,-5595,
14.2107,-5596,
14.2133,-5595,
14.216,-5596,
14.2187,-5595,
14.2213,-5595,
14.224,-5595,
14.2267,-5595,
14.2293,-5596,
14.232,-5595,
14.2347,-5595,
14.2373,-5596,
14.24,-5595,
14.2427,-5595,
14.2453,-5595,
14.248,-5596,
14.2507,-5596,
14.2533,-5597,
14.256,-5598,
14.2587,-5599,
14.2613,-5599,
14.264,-5598,
14.2667,-5598,
14.2693,-5598,
14.272,-5598,
14.2747,-5599,
14.2773,-5599,
14.28,-5599,
14.2827,-5599,
14.2853,-5599,
14.288,-5600,
14.2907,-5600,
14.2933,-5599,
14.296,-5600,
14.2987,-5600,
14.3013,-5600,
14.304,-5601,
14.3067,-5601,
14.3093,-5601,
14.312,-5603,
14.3147,-5605,
14.3173,-5604,
14.32,-5606,
14.3227,-5606,
14.3253,-5604,
14.328,-5604,
14.3307,-5608,
14.3333,-5608,
14.336,-5606,
14.3387,-5607,
14.3413,-5607,
14.344,-5608,
14.3467,-5608,
14.3493,-5608,
14.352,-5608,
14.3547,-5609,
14.3573,-5613,
14.36,-5611,
14.3627,-5609,
14.3653,-5610,
14.368,-5610,
14.3707,-5611,
14.3733,-5610,
14.376,-5610,
14.3787,-5611,
14.3813,-5613,
14.384,-5607,
14.3867,-5609,
14.3893,-5610,
14.392,-5610,
14.3947,-5611,
14.3973,-5609,
14.4,-5610,
14.4027,-5611,
14.4053,-5610,
14.408,-5611,
14.4107,-5611,
14.4133,-5611,
14.416,-5611,
14.4187,-5610,
14.4213,-5611,
14.424,-5611,
14.4267,-5611,
14.4293,-5612,
14.432,-5611,
14.4347,-5611,
14.4373,-5613,
14.44,-5612,
14.4427,-5612,
14.4453,-5612,
14.448,-5612,
14.4507,-5612,
14.4533,-5612,
14.456,-5614,
14.4587,-5613,
14.4613,-5613,
14.464,-5614,
14.4667,-5615,
14.4693,-5614,
14.472,-5613,
14.4747,-5613,
14.4773,-5615,
14.48,-5616,
14.4827,-5615,
14.4853,-5615,
14.488,-5613,
14.4907,-5615,
14.4933,-5617,
14.496,-5616,
14.4987,-5612,
14.5013,-5613,
14.504,-5615,
14.5067,-5615,
14.5093,-5616,
14.512,-5617,
14.5147,-5617,
14.5173,-5616,
14.52,-5616,
14.5227,-5616,
14.5253,-5616,
14.528,-5615,
14.5307,-5615,
14.5333,-5615,
14.536,-5615,
14.5387,-5615,
14.5413,-5616,
14.544,-5618,
14.5467,-5617,
14.5493,-5617,
14.552,-5618,
14.5547,-5618,
14.5573,-5617,
14.56,-5617,
14.5627,-5617,
14.5653,-5618,
14.568,-5618,
14.5707,-5618,
14.5733,-5617,
14.576,-5618,
14.5787,-5618,
14.5813,-5618,
14.584,-5618,
14.5867,-5618,
14.5893,-5618,
14.592,-5619,
14.5947,-5619,
14.5973,-5619,
14.6,-5619,
14.6027,-5619,
14.6053,-5619,
14.608,-5619,
14.6107,-5620,
14.6133,-5621,
14.616,-5621,
14.6187,-5621,
14.6213,-5622,
14.624,-5622,
14.6267,-5622,
14.6293,-5622,
14.632,-5622,
14.6347,-5622,
14.6373,-5622,
14.64,-5623,
14.6427,-5623,
14.6453,-5623,
14.648,-5623,
14.6507,-5624,
14.6533,-5624,
14.656,-5625,
14.6587,-5625,
14.6613,-5624,
14.664,-5625,
14.6667,-5625,
14.6693,-5625,
14.672,-5625,
14.6747,-5625,
14.6773,-5626,
14.68,-5627,
14.6827,-5628,
14.6853,-5628,
14.688,-5628,
14.6907,-5628,
14.6933,-5628,
14.696,-5628,
14.6987,-5628,
14.7013,-5628,
14.704,-5629,
14.7067,-5630,
14.7093,-5630,
14.712,-5630,
14.7147,-5630,
14.7173,-5631,
14.72,-5631,
14.7227,-5631,
14.7253,-5632,
14.728,-5632,
14.7307,-5632,
14.7333,-5632,
14.736,-5633,
14.7387,-5633,
14.7413,-5633,
14.744,-5634,
14.7467,-5634,
14.7493,-5635,
14.752,-5635,
14.7547,-5635,
14.7573,-5636,
14.76,-5636,
14.7627,-5636,
14.7653,-5635,
14.768,-5637,
14.7707,-5637,
14.7733,-5637,
14.776,-5637,
14.7787,-5636,
14.7813,-5637,
14.784,-5637,
14.7867,-5637,
14.7893,-5637,
14.792,-5637,
14.7947,-5637,
14.7973,-5637,
14.8,-5637,
14.8027,-5637,
14.8053,-5637,
14.808,-5637,
14.8107,-5638,
14.8133,-5638,
14.816,-5638,
14.8187,-5638,
14.8213,-5638,
14.824,-5638,
14.8267,-5639,
14.8293,-5639,
14.832,-5638,
14.8347,-5638,
14.8373,-5638,
14.84,-5639,
14.8427,-5639,
14.8453,-5639,
14.848,-5639,
14.8507,-5639,
14.8533,-5639,
14.856,-5639,
14.8587,-5639,
14.8613,-5639,
14.864,-5639,
14.8667,-5639,
14.8693,-5639,
14.872,-5640,
14.8747,-5640,
14.8773,-5639,
14.88,-5639,
14.8827,-5639,
14.8853,-5640,
14.888,-5640,
14.8907,-5639,
14.8933,-5639,
14.896,-5639,
14.8987,-5640,
14.9013,-5639,
14.904,-5640,
14.9067,-5640,
14.9093,-5641,
14.912,-5641,
14.9147,-5640,
14.9173,-5640,
14.92,-5640,
14.9227,-5640,
14.9253,-5639,
14.928,-5639,
14.9307,-5638,
14.9333,-5638,
14.936,-5638,
14.9387,-5638,
14.9413,-5638,
14.944,-5638,
14.9467,-5638,
14.9493,-5637,
14.952,-5638,
14.9547,-5639,
14.9573,-5639,
14.96,-5638,
14.9627,-5637,
14.9653,-5637,
14.968,-5637,
14.9707,-5637,
14.9733,-5637,
14.976,-5637,
14.9787,-5636,
14.9813,-5636,
14.984,-5637,
14.9867,-5636,
14.9893,-5635,
14.992,-5636,
14.9947,-5637,
14.9973,-5637,
15,-5637,
15.0027,-5637,
15.0053,-5636,
15.008,-5637,
15.0107,-5637,
15.0133,-5637,
15.016,-5638,
15.0187,-5638,
15.0213,-5638,
15.024,-5637,
15.0267,-5637,
15.0293,-5636,
15.032,-5636,
15.0347,-5637,
15.0373,-5637,
15.04,-5638,
15.0427,-5638,
15.0453,-5637,
15.048,-5637,
15.0507,-5637,
15.0533,-5638,
15.056,-5638,
15.0587,-5637,
15.0613,-5639,
15.064,-5639,
15.0667,-5639,
15.0693,-5639,
15.072,-5639,
15.0747,-5639,
15.0773,-5639,
15.08,-5639,
15.0827,-5639,
15.0853,-5639,
15.088,-5639,
15.0907,-5639,
15.0933,-5638,
15.096,-5638,
15.0987,-5638,
15.1013,-5638,
15.104,-5639,
15.1067,-5639,
15.1093,-5639,
15.112,-5639,
15.1147,-5638,
15.1173,-5638,
15.12,-5639,
15.1227,-5640,
15.1253,-5640,
15.128,-5640,
15.1307,-5639,
15.1333,-5639,
15.136,-5638,
15.1387,-5638,
15.1413,-5638,
15.144,-5639,
15.1467,-5641,
15.1493,-5641,
15.152,-5640,
15.1547,-5638,
15.1573,-5639,
15.16,-5638,
15.1627,-5639,
15.1653,-5640,
15.168,-5639,
15.1707,-5639,
15.1733,-5640,
15.176,-5640,
15.1787,-5640,
15.1813,-5639,
15.184,-5640,
15.1867,-5641,
15.1893,-5641,
15.192,-5641,
15.1947,-5640,
15.1973,-5641,
15.2,-5642,
15.2027,-5642,
15.2053,-5641,
15.208,-5640,
15.2107,-5640,
15.2133,-5641,
15.216,-5642,
15.2187,-5641,
15.2213,-5639,
15.224,-5641,
15.2267,-5642,
15.2293,-5643,
15.232,-5643,
15.2347,-5645,
15.2373,-5643,
15.24,-5642,
15.2427,-5643,
15.2453,-5642,
15.248,-5643,
15.2507,-5645,
15.2533,-5642,
15.256,-5642,
15.2587,-5645,
15.2613,-5642,
15.264,-5641,
15.2667,-5642,
15.2693,-5642,
15.272,-5644,
15.2747,-5642,
15.2773,-5644,
15.28,-5642,
15.2827,-5646,
15.2853,-5645,
15.288,-5642,
15.2907,-5644,
15.2933,-5646,
15.296,-5646,
15.2987,-5645,
15.3013,-5644,
15.304,-5644,
15.3067,-5647,
15.3093,-5648,
15.312,-5648,
15.3147,-5647,
15.3173,-5645,
15.32,-5647,
15.3227,-5648,
15.3253,-5649,
15.328,-5649,
15.3307,-5650,
15.3333,-5650,
15.336,-5653,
15.3387,-5653,
15.3413,-5648,
15.344,-5649,
15.3467,-5648,
15.3493,-5649,
15.352,-5650,
15.3547,-5651,
15.3573,-5652,
15.36,-5650,
15.3627,-5649,
15.3653,-5651,
15.368,-5650,
15.3707,-5651,
15.3733,-5651,
15.376,-5648,
15.3787,-5649,
15.3813,-5650,
15.384,-5651,
15.3867,-5649,
15.3893,-5648,
15.392,-5648,
15.3947,-5648,
15.3973,-5652,
15.4,-5653,
15.4027,-5649,
15.4053,-5650,
15.408,-5650,
15.4107,-5650,
15.4133,-5650,
15.416,-5651,
15.4187,-5651,
15.4213,-5652,
15.424,-5652,
15.4267,-5650,
15.4293,-5650,
15.432,-5650,
15.4347,-5649,
15.4373,-5649,
15.44,-5650,
15.4427,-5650,
15.4453,-5649,
15.448,-5650,
15.4507,-5652,
15.4533,-5650,
15.456,-5650,
15.4587,-5653,
15.4613,-5650,
15.464,-5650,
15.4667,-5650,
15.4693,-5650,
15.472,-5650,
15.4747,-5650,
15.4773,-5650,
15.48,-5650,
15.4827,-5651,
15.4853,-5650,
15.488,-5653,
15.4907,-5653,
15.4933,-5652,
15.496,-5651,
15.4987,-5653,
15.5013,-5651,
15.504,-5651,
15.5067,-5651,
15.5093,-5651,
15.512,-5651,
15.5147,-5651,
15.5173,-5651,
15.52,-5652,
15.5227,-5651,
15.5253,-5651,
15.528,-5651,
15.5307,-5652,
15.5333,-5652,
15.536,-5651,
15.5387,-5652,
15.5413,-5652,
15.544,-5653,
15.5467,-5655,
15.5493,-5655,
15.552,-5654,
15.5547,-5652,
15.5573,-5654,
15.56,-5655,
15.5627,-5654,
15.5653,-5652,
15.568,-5654,
15.5707,-5653,
15.5733,-5654,
15.576,-5654,
15.5787,-5655,
15.5813,-5655,
15.584,-5656,
15.5867,-5655,
15.5893,-5656,
15.592,-5656,
15.5947,-5656,
15.5973,-5656,
15.6,-5657,
15.6027,-5655,
15.6053,-5655,
15.608,-5656,
15.6107,-5655,
15.6133,-5655,
15.616,-5655,
15.6187,-5656,
15.6213,-5654,
15.624,-5654,
15.6267,-5657,
15.6293,-5658,
15.632,-5657,
15.6347,-5654,
15.6373,-5654,
15.64,-5654,
15.6427,-5653,
15.6453,-5652,
15.648,-5656,
15.6507,-5653,
15.6533,-5652,
15.656,-5653,
15.6587,-5654,
15.6613,-5653,
15.664,-5653,
15.6667,-5653,
15.6693,-5653,
15.672,-5652,
15.6747,-5653,
15.6773,-5653,
15.68,-5653,
15.6827,-5653,
15.6853,-5655,
15.688,-5652,
15.6907,-5653,
15.6933,-5654,
15.696,-5653,
15.6987,-5652,
15.7013,-5654,
15.704,-5653,
15.7067,-5653,
15.7093,-5653,
15.712,-5653,
15.7147,-5654,
15.7173,-5654,
15.72,-5654,
15.7227,-5654,
15.7253,-5654,
15.728,-5651,
15.7307,-5652,
15.7333,-5653,
15.736,-5653,
15.7387,-5653,
15.7413,-5652,
15.744,-5652,
15.7467,-5651,
15.7493,-5651,
15.752,-5651,
15.7547,-5650,
15.7573,-5652,
15.76,-5652,
15.7627,-5651,
15.7653,-5651,
15.768,-5649,
15.7707,-5649,
15.7733,-5650,
15.776,-5650,
15.7787,-5649,
15.7813,-5648,
15.784,-5649,
15.7867,-5649,
15.7893,-5649,
15.792,-5649,
15.7947,-5649,
15.7973,-5648,
15.8,-5648,
15.8027,-5648,
15.8053,-5648,
15.808,-5648,
15.8107,-5648,
15.8133,-5647,
15.816,-5648,
15.8187,-5649,
15.8213,-5647,
15.824,-5648,
15.8267,-5648,
15.8293,-5648,
15.832,-5647,
15.8347,-5649,
15.8373,-5648,
15.84,-5648,
15.8427,-5648,
15.8453,-5648,
15.848,-5649,
15.8507,-5649,
15.8533,-5648,
15.856,-5648,
15.8587,-5649,
15.8613,-5648,
15.864,-5650,
15.8667,-5650,
15.8693,-5649,
15.872,-5649,
15.8747,-5650,
15.8773,-5650,
15.88,-5650,
15.8827,-5650,
15.8853,-5650,
15.888,-5650,
15.8907,-5650,
15.8933,-5650,
15.896,-5650,
15.8987,-5650,
15.9013,-5651,
15.904,-5651,
15.9067,-5651,
15.9093,-5651,
15.912,-5651,
15.9147,-5652,
15.9173,-5651,
15.92,-5652,
15.9227,-5652,
15.9253,-5652,
15.928,-5652,
15.9307,-5652,
15.9333,-5652,
15.936,-5651,
15.9387,-5651,
15.9413,-5652,
15.944,-5652,
15.9467,-5652,
15.9493,-5651,
15.952,-5651,
15.9547,-5652,
15.9573,-5652,
15.96,-5653,
15.9627,-5653,
15.9653,-5653,
15.968,-5652,
15.9707,-5652,
15.9733,-5652,
15.976,-5653,
15.9787,-5653,
15.9813,-5653,
15.984,-5654,
15.9867,-5654,
15.9893,-5654,
15.992,-5654,
15.9947,-5655,
15.9973,-5655,
16,-5655,
16.0027,-5655,
16.0053,-5655,
16.008,-5655,
16.0107,-5656,
16.0133,-5656,
16.016,-5656,
16.0187,-5656,
16.0213,-5654,
16.024,-5654,
16.0267,-5655,
16.0293,-5656,
16.032,-5656,
16.0347,-5656,
16.0373,-5656,
16.04,-5656,
16.0427,-5656,
16.0453,-5656,
16.048,-5656,
16.0507,-5656,
16.0533,-5656,
16.056,-5656,
16.0587,-5656,
16.0613,-5656,
16.064,-5656,
16.0667,-5656,
16.0693,-5656,
16.072,-5657,
16.0747,-5657,
16.0773,-5656,
16.08,-5656,
16.0827,-5656,
16.0853,-5657,
16.088,-5657,
16.0907,-5657,
16.0933,-5657,
16.096,-5657,
16.0987,-5657,
16.1013,-5657,
16.104,-5657,
16.1067,-5659,
16.1093,-5659,
16.112,-5659,
16.1147,-5659,
16.1173,-5659,
16.12,-5659,
16.1227,-5659,
16.1253,-5659,
16.128,-5659,
16.1307,-5659,
16.1333,-5659,
16.136,-5660,
16.1387,-5659,
16.1413,-5659,
16.144,-5659,
16.1467,-5659,
16.1493,-5658,
16.152,-5659,
16.1547,-5659,
16.1573,-5659,
16.16,-5659,
16.1627,-5659,
16.1653,-5659,
16.168,-5659,
16.1707,-5659,
16.1733,-5659,
16.176,-5659,
16.1787,-5659,
16.1813,-5659,
16.184,-5659,
16.1867,-5658,
16.1893,-5657,
16.192,-5658,
16.1947,-5658,
16.1973,-5658,
16.2,-5659,
16.2027,-5659,
16.2053,-5659,
16.208,-5658,
16.2107,-5657,
16.2133,-5657,
16.216,-5657,
16.2187,-5657,
16.2213,-5657,
16.224,-5657,
16.2267,-5657,
16.2293,-5656,
16.232,-5656,
16.2347,-5656,
16.2373,-5656,
16.24,-5656,
16.2427,-5656,
16.2453,-5655,
16.248,-5655,
16.2507,-5654,
16.2533,-5654,
16.256,-5654,
16.2587,-5655,
16.2613,-5656,
16.264,-5656,
16.2667,-5655,
16.2693,-5655,
16.272,-5656,
16.2747,-5657,
16.2773,-5656,
16.28,-5656,
16.2827,-5656,
16.2853,-5654,
16.288,-5657,
16.2907,-5656,
16.2933,-5658,
16.296,-5657,
16.2987,-5657,
16.3013,-5658,
16.304,-5658,
16.3067,-5657,
16.3093,-5658,
16.312,-5659,
16.3147,-5658,
16.3173,-5658,
16.32,-5658,
16.3227,-5658,
16.3253,-5658,
16.328,-5658,
16.3307,-5657,
16.3333,-5657,
16.336,-5657,
16.3387,-5656,
16.3413,-5657,
16.344,-5657,
16.3467,-5656,
16.3493,-5657,
16.352,-5657,
16.3547,-5657,
16.3573,-5656,
16.36,-5656,
16.3627,-5656,
16.3653,-5656,
16.368,-5656,
16.3707,-5657,
16.3733,-5657,
16.376,-5657,
16.3787,-5657,
16.3813,-5656,
16.384,-5656,
16.3867,-5657,
16.3893,-5657,
16.392,-5656,
16.3947,-5657,
16.3973,-5657,
16.4,-5657,
16.4027,-5658,
16.4053,-5658,
16.408,-5658,
16.4107,-5658,
16.4133,-5658,
16.416,-5658,
16.4187,-5659,
16.4213,-5659,
16.424,-5659,
16.4267,-5660,
16.4293,-5659,
16.432,-5659,
16.4347,-5659,
16.4373,-5659,
16.44,-5658,
16.4427,-5658,
16.4453,-5660,
16.448,-5660,
16.4507,-5659,
16.4533,-5659,
16.456,-5659,
16.4587,-5659,
16.4613,-5659,
16.464,-5659,
16.4667,-5659,
16.4693,-5659,
16.472,-5659,
16.4747,-5659,
16.4773,-5659,
16.48,-5659,
16.4827,-5659,
16.4853,-5658,
16.488,-5657,
16.4907,-5658,
16.4933,-5658,
16.496,-5657,
16.4987,-5661,
16.5013,-5658,
16.504,-5658,
16.5067,-5657,
16.5093,-5659,
16.512,-5659,
16.5147,-5658,
16.5173,-5658,
16.52,-5657,
16.5227,-5657,
16.5253,-5659,
16.528,-5659,
16.5307,-5659,
16.5333,-5660,
16.536,-5659,
16.5387,-5658,
16.5413,-5658,
16.544,-5658,
16.5467,-5659,
16.5493,-5659,
16.552,-5658,
16.5547,-5658,
16.5573,-5659,
16.56,-5659,
16.5627,-5659,
16.5653,-5659,
16.568,-5659,
16.5707,-5658,
16.5733,-5658,
16.576,-5659,
16.5787,-5658,
16.5813,-5658,
16.584,-5658,
16.5867,-5659,
16.5893,-5659,
16.592,-5660,
16.5947,-5660,
16.5973,-5660,
16.6,-5660,
16.6027,-5661,
16.6053,-5659,
16.608,-5657,
16.6107,-5659,
16.6133,-5658,
16.616,-5660,
16.6187,-5662,
16.6213,-5657,
16.624,-5657,
16.6267,-5659,
