时间(分钟),信号值(微伏),
3.8587,-5866,
3.8613,-5866,
3.864,-5866,
3.8667,-5866,
3.8693,-5866,
3.872,-5866,
3.8747,-5866,
3.8773,-5866,
3.88,-5864,
3.8827,-5865,
3.8853,-5866,
3.888,-5865,
3.8907,-5865,
3.8933,-5865,
3.896,-5865,
3.8987,-5864,
3.9013,-5864,
3.904,-5864,
3.9067,-5865,
3.9093,-5866,
3.912,-5866,
3.9147,-5866,
3.9173,-5863,
3.92,-5864,
3.9227,-5864,
3.9253,-5865,
3.928,-5865,
3.9307,-5866,
3.9333,-5865,
3.936,-5864,
3.9387,-5864,
3.9413,-5865,
3.944,-5866,
3.9467,-5865,
3.9493,-5865,
3.952,-5866,
3.9547,-5867,
3.9573,-5868,
3.96,-5868,
3.9627,-5868,
3.9653,-5869,
3.968,-5869,
3.9707,-5867,
3.9733,-5868,
3.976,-5869,
3.9787,-5869,
3.9813,-5869,
3.984,-5868,
3.9867,-5869,
3.9893,-5870,
3.992,-5871,
3.9947,-5870,
3.9973,-5871,
4,-5871,
4.0027,-5871,
4.0053,-5871,
4.008,-5870,
4.0107,-5871,
4.0133,-5872,
4.016,-5872,
4.0187,-5871,
4.0213,-5870,
4.024,-5872,
4.0267,-5872,
4.0293,-5874,
4.032,-5872,
4.0347,-5872,
4.0373,-5871,
4.04,-5872,
4.0427,-5872,
4.0453,-5872,
4.048,-5871,
4.0507,-5869,
4.0533,-5871,
4.056,-5872,
4.0587,-5872,
4.0613,-5873,
4.064,-5873,
4.0667,-5872,
4.0693,-5871,
4.072,-5870,
4.0747,-5871,
4.0773,-5873,
4.08,-5871,
4.0827,-5873,
4.0853,-5873,
4.088,-5871,
4.0907,-5872,
4.0933,-5874,
4.096,-5872,
4.0987,-5871,
4.1013,-5872,
4.104,-5872,
4.1067,-5873,
4.1093,-5874,
4.112,-5874,
4.1147,-5874,
4.1173,-5873,
4.12,-5874,
4.1227,-5874,
4.1253,-5872,
4.128,-5873,
4.1307,-5874,
4.1333,-5873,
4.136,-5873,
4.1387,-5873,
4.1413,-5873,
4.144,-5874,
4.1467,-5874,
4.1493,-5874,
4.152,-5874,
4.1547,-5874,
4.1573,-5873,
4.16,-5873,
4.1627,-5873,
4.1653,-5872,
4.168,-5872,
4.1707,-5871,
4.1733,-5874,
4.176,-5872,
4.1787,-5872,
4.1813,-5872,
4.184,-5872,
4.1867,-5871,
4.1893,-5871,
4.192,-5870,
4.1947,-5871,
4.1973,-5872,
4.2,-5872,
4.2027,-5872,
4.2053,-5872,
4.208,-5871,
4.2107,-5871,
4.2133,-5871,
4.216,-5871,
4.2187,-5871,
4.2213,-5871,
4.224,-5872,
4.2267,-5871,
4.2293,-5871,
4.232,-5871,
4.2347,-5870,
4.2373,-5870,
4.24,-5871,
4.2427,-5870,
4.2453,-5870,
4.248,-5871,
4.2507,-5870,
4.2533,-5871,
4.256,-5870,
4.2587,-5870,
4.2613,-5869,
4.264,-5870,
4.2667,-5870,
4.2693,-5870,
4.272,-5871,
4.2747,-5871,
4.2773,-5871,
4.28,-5871,
4.2827,-5870,
4.2853,-5870,
4.288,-5870,
4.2907,-5870,
4.2933,-5870,
4.296,-5871,
4.2987,-5871,
4.3013,-5871,
4.304,-5872,
4.3067,-5872,
4.3093,-5872,
4.312,-5872,
4.3147,-5872,
4.3173,-5873,
4.32,-5873,
4.3227,-5873,
4.3253,-5873,
4.328,-5874,
4.3307,-5874,
4.3333,-5874,
4.336,-5874,
4.3387,-5874,
4.3413,-5874,
4.344,-5874,
4.3467,-5875,
4.3493,-5875,
4.352,-5875,
4.3547,-5875,
4.3573,-5875,
4.36,-5874,
4.3627,-5874,
4.3653,-5875,
4.368,-5875,
4.3707,-5875,
4.3733,-5875,
4.376,-5875,
4.3787,-5875,
4.3813,-5875,
4.384,-5875,
4.3867,-5874,
4.3893,-5874,
4.392,-5874,
4.3947,-5874,
4.3973,-5876,
4.4,-5875,
4.4027,-5875,
4.4053,-5875,
4.408,-5874,
4.4107,-5874,
4.4133,-5875,
4.416,-5875,
4.4187,-5875,
4.4213,-5875,
4.424,-5876,
4.4267,-5876,
4.4293,-5876,
4.432,-5876,
4.4347,-5876,
4.4373,-5874,
4.44,-5874,
4.4427,-5874,
4.4453,-5874,
4.448,-5874,
4.4507,-5874,
4.4533,-5874,
4.456,-5874,
4.4587,-5874,
4.4613,-5874,
4.464,-5875,
4.4667,-5876,
4.4693,-5875,
4.472,-5875,
4.4747,-5874,
4.4773,-5873,
4.48,-5873,
4.4827,-5873,
4.4853,-5873,
4.488,-5872,
4.4907,-5873,
4.4933,-5873,
4.496,-5874,
4.4987,-5874,
4.5013,-5874,
4.504,-5876,
4.5067,-5876,
4.5093,-5876,
4.512,-5877,
4.5147,-5875,
4.5173,-5875,
4.52,-5875,
4.5227,-5875,
4.5253,-5875,
4.528,-5876,
4.5307,-5877,
4.5333,-5877,
4.536,-5877,
4.5387,-5877,
4.5413,-5877,
4.544,-5877,
4.5467,-5877,
4.5493,-5878,
4.552,-5878,
4.5547,-5879,
4.5573,-5879,
4.56,-5879,
4.5627,-5879,
4.5653,-5879,
4.568,-5879,
4.5707,-5878,
4.5733,-5878,
4.576,-5878,
4.5787,-5879,
4.5813,-5879,
4.584,-5879,
4.5867,-5880,
4.5893,-5880,
4.592,-5880,
4.5947,-5881,
4.5973,-5881,
4.6,-5880,
4.6027,-5881,
4.6053,-5881,
4.608,-5881,
4.6107,-5882,
4.6133,-5882,
4.616,-5882,
4.6187,-5882,
4.6213,-5881,
4.624,-5881,
4.6267,-5882,
4.6293,-5882,
4.632,-5882,
4.6347,-5881,
4.6373,-5881,
4.64,-5881,
4.6427,-5881,
4.6453,-5881,
4.648,-5880,
4.6507,-5880,
4.6533,-5880,
4.656,-5881,
4.6587,-5881,
4.6613,-5881,
4.664,-5881,
4.6667,-5881,
4.6693,-5881,
4.672,-5881,
4.6747,-5881,
4.6773,-5880,
4.68,-5880,
4.6827,-5880,
4.6853,-5880,
4.688,-5880,
4.6907,-5881,
4.6933,-5881,
4.696,-5881,
4.6987,-5882,
4.7013,-5882,
4.704,-5882,
4.7067,-5882,
4.7093,-5884,
4.712,-5883,
4.7147,-5882,
4.7173,-5882,
4.72,-5882,
4.7227,-5882,
4.7253,-5882,
4.728,-5882,
4.7307,-5882,
4.7333,-5882,
4.736,-5882,
4.7387,-5882,
4.7413,-5883,
4.744,-5882,
4.7467,-5881,
4.7493,-5881,
4.752,-5881,
4.7547,-5881,
4.7573,-5882,
4.76,-5882,
4.7627,-5882,
4.7653,-5881,
4.768,-5882,
4.7707,-5882,
4.7733,-5882,
4.776,-5882,
4.7787,-5882,
4.7813,-5882,
4.784,-5882,
4.7867,-5882,
4.7893,-5882,
4.792,-5883,
4.7947,-5883,
4.7973,-5883,
4.8,-5883,
4.8027,-5883,
4.8053,-5882,
4.808,-5882,
4.8107,-5883,
4.8133,-5884,
4.816,-5885,
4.8187,-5884,
4.8213,-5884,
4.824,-5884,
4.8267,-5885,
4.8293,-5885,
4.832,-5885,
4.8347,-5885,
4.8373,-5885,
4.84,-5885,
4.8427,-5885,
4.8453,-5885,
4.848,-5885,
4.8507,-5886,
4.8533,-5886,
4.856,-5886,
4.8587,-5886,
4.8613,-5886,
4.864,-5887,
4.8667,-5887,
4.8693,-5886,
4.872,-5886,
4.8747,-5886,
4.8773,-5886,
4.88,-5886,
4.8827,-5887,
4.8853,-5886,
4.888,-5887,
4.8907,-5888,
4.8933,-5888,
4.896,-5888,
4.8987,-5889,
4.9013,-5889,
4.904,-5889,
4.9067,-5890,
4.9093,-5890,
4.912,-5891,
4.9147,-5891,
4.9173,-5891,
4.92,-5892,
4.9227,-5891,
4.9253,-5891,
4.928,-5892,
4.9307,-5893,
4.9333,-5894,
4.936,-5894,
4.9387,-5894,
4.9413,-5894,
4.944,-5894,
4.9467,-5894,
4.9493,-5894,
4.952,-5894,
4.9547,-5895,
4.9573,-5895,
4.96,-5895,
4.9627,-5895,
4.9653,-5895,
4.968,-5895,
4.9707,-5895,
4.9733,-5896,
4.976,-5896,
4.9787,-5896,
4.9813,-5896,
4.984,-5897,
4.9867,-5897,
4.9893,-5898,
4.992,-5897,
4.9947,-5899,
4.9973,-5899,
5,-5898,
5.0027,-5898,
5.0053,-5897,
5.008,-5897,
5.0107,-5897,
5.0133,-5897,
5.016,-5897,
5.0187,-5898,
5.0213,-5899,
5.024,-5900,
5.0267,-5900,
5.0293,-5899,
5.032,-5900,
5.0347,-5901,
5.0373,-5901,
5.04,-5901,
5.0427,-5902,
5.0453,-5901,
5.048,-5901,
5.0507,-5901,
5.0533,-5901,
5.056,-5901,
5.0587,-5901,
5.0613,-5902,
5.064,-5902,
5.0667,-5902,
5.0693,-5902,
5.072,-5902,
5.0747,-5901,
5.0773,-5902,
5.08,-5901,
5.0827,-5902,
5.0853,-5903,
5.088,-5903,
5.0907,-5903,
5.0933,-5903,
5.096,-5903,
5.0987,-5903,
5.1013,-5904,
5.104,-5904,
5.1067,-5903,
5.1093,-5903,
5.112,-5903,
5.1147,-5904,
5.1173,-5904,
5.12,-5904,
5.1227,-5905,
5.1253,-5905,
5.128,-5904,
5.1307,-5904,
5.1333,-5905,
5.136,-5905,
5.1387,-5906,
5.1413,-5906,
5.144,-5906,
5.1467,-5907,
5.1493,-5907,
5.152,-5907,
5.1547,-5908,
5.1573,-5908,
5.16,-5908,
5.1627,-5908,
5.1653,-5908,
5.168,-5909,
5.1707,-5909,
5.1733,-5909,
5.176,-5909,
5.1787,-5909,
5.1813,-5910,
5.184,-5910,
5.1867,-5909,
5.1893,-5909,
5.192,-5909,
5.1947,-5909,
5.1973,-5909,
5.2,-5908,
5.2027,-5909,
5.2053,-5910,
5.208,-5910,
5.2107,-5911,
5.2133,-5911,
5.216,-5911,
5.2187,-5912,
5.2213,-5912,
5.224,-5912,
5.2267,-5912,
5.2293,-5912,
5.232,-5913,
5.2347,-5915,
5.2373,-5915,
5.24,-5915,
5.2427,-5915,
5.2453,-5916,
5.248,-5916,
5.2507,-5916,
5.2533,-5917,
5.256,-5918,
5.2587,-5919,
5.2613,-5920,
5.264,-5920,
5.2667,-5920,
5.2693,-5921,
5.272,-5921,
5.2747,-5921,
5.2773,-5921,
5.28,-5923,
5.2827,-5924,
5.2853,-5924,
5.288,-5926,
5.2907,-5927,
5.2933,-5928,
5.296,-5928,
5.2987,-5929,
5.3013,-5929,
5.304,-5931,
5.3067,-5931,
5.3093,-5932,
5.312,-5932,
5.3147,-5933,
5.3173,-5933,
5.32,-5935,
5.3227,-5936,
5.3253,-5937,
5.328,-5937,
5.3307,-5938,
5.3333,-5938,
5.336,-5939,
5.3387,-5939,
5.3413,-5941,
5.344,-5941,
5.3467,-5942,
5.3493,-5942,
5.352,-5942,
5.3547,-5944,
5.3573,-5945,
5.36,-5946,
5.3627,-5946,
5.3653,-5946,
5.368,-5947,
5.3707,-5948,
5.3733,-5948,
5.376,-5949,
5.3787,-5950,
5.3813,-5952,
5.384,-5952,
5.3867,-5953,
5.3893,-5953,
5.392,-5954,
5.3947,-5955,
5.3973,-5955,
5.4,-5956,
5.4027,-5957,
5.4053,-5958,
5.408,-5959,
5.4107,-5959,
5.4133,-5960,
5.416,-5960,
5.4187,-5960,
5.4213,-5962,
5.424,-5963,
5.4267,-5964,
5.4293,-5964,
5.432,-5965,
5.4347,-5965,
5.4373,-5966,
5.44,-5967,
5.4427,-5967,
5.4453,-5966,
5.448,-5967,
5.4507,-5968,
5.4533,-5968,
5.456,-5969,
5.4587,-5969,
5.4613,-5970,
5.464,-5970,
5.4667,-5971,
5.4693,-5971,
5.472,-5972,
5.4747,-5972,
5.4773,-5973,
5.48,-5974,
5.4827,-5973,
5.4853,-5973,
5.488,-5974,
5.4907,-5974,
5.4933,-5974,
5.496,-5975,
5.4987,-5976,
5.5013,-5976,
5.504,-5975,
5.5067,-5975,
5.5093,-5976,
5.512,-5977,
5.5147,-5978,
5.5173,-5978,
5.52,-5979,
5.5227,-5980,
5.5253,-5980,
5.528,-5981,
5.5307,-5981,
5.5333,-5982,
5.536,-5981,
5.5387,-5981,
5.5413,-5982,
5.544,-5983,
5.5467,-5983,
5.5493,-5983,
5.552,-5983,
5.5547,-5981,
5.5573,-5981,
5.56,-5980,
5.5627,-5980,
5.5653,-5980,
5.568,-5982,
5.5707,-5981,
5.5733,-5982,
5.576,-5981,
5.5787,-5981,
5.5813,-5981,
5.584,-5981,
5.5867,-5981,
5.5893,-5981,
5.592,-5981,
5.5947,-5982,
5.5973,-5983,
5.6,-5983,
5.6027,-5983,
5.6053,-5983,
5.608,-5983,
5.6107,-5983,
5.6133,-5983,
5.616,-5983,
5.6187,-5983,
5.6213,-5983,
5.624,-5983,
5.6267,-5983,
5.6293,-5983,
5.632,-5983,
5.6347,-5983,
5.6373,-5984,
5.64,-5984,
5.6427,-5984,
5.6453,-5985,
5.648,-5983,
5.6507,-5983,
5.6533,-5984,
5.656,-5984,
5.6587,-5984,
5.6613,-5984,
5.664,-5984,
5.6667,-5985,
5.6693,-5985,
5.672,-5984,
5.6747,-5984,
5.6773,-5984,
5.68,-5984,
5.6827,-5985,
5.6853,-5984,
5.688,-5983,
5.6907,-5983,
5.6933,-5983,
5.696,-5983,
5.6987,-5982,
5.7013,-5980,
5.704,-5981,
5.7067,-5982,
5.7093,-5983,
5.712,-5983,
5.7147,-5981,
5.7173,-5981,
5.72,-5981,
5.7227,-5982,
5.7253,-5982,
5.728,-5981,
5.7307,-5981,
5.7333,-5981,
5.736,-5981,
5.7387,-5981,
5.7413,-5981,
5.744,-5980,
5.7467,-5980,
5.7493,-5980,
5.752,-5979,
5.7547,-5978,
5.7573,-5978,
5.76,-5978,
5.7627,-5978,
5.7653,-5978,
5.768,-5978,
5.7707,-5978,
5.7733,-5978,
5.776,-5977,
5.7787,-5978,
5.7813,-5978,
5.784,-5978,
5.7867,-5977,
5.7893,-5977,
5.792,-5977,
5.7947,-5977,
5.7973,-5977,
5.8,-5977,
5.8027,-5977,
5.8053,-5977,
5.808,-5977,
5.8107,-5977,
5.8133,-5977,
5.816,-5977,
5.8187,-5976,
5.8213,-5975,
5.824,-5975,
5.8267,-5976,
5.8293,-5975,
5.832,-5975,
5.8347,-5975,
5.8373,-5975,
5.84,-5975,
5.8427,-5975,
5.8453,-5975,
5.848,-5974,
5.8507,-5974,
5.8533,-5974,
5.856,-5973,
5.8587,-5973,
5.8613,-5973,
5.864,-5972,
5.8667,-5972,
5.8693,-5972,
5.872,-5972,
5.8747,-5972,
5.8773,-5972,
5.88,-5972,
5.8827,-5973,
5.8853,-5973,
5.888,-5971,
5.8907,-5971,
5.8933,-5970,
5.896,-5971,
5.8987,-5971,
5.9013,-5971,
5.904,-5971,
5.9067,-5972,
5.9093,-5971,
5.912,-5972,
5.9147,-5971,
5.9173,-5969,
5.92,-5969,
5.9227,-5969,
5.9253,-5971,
5.928,-5970,
5.9307,-5969,
5.9333,-5970,
5.936,-5969,
5.9387,-5970,
5.9413,-5972,
5.944,-5971,
5.9467,-5970,
5.9493,-5966,
5.952,-5968,
5.9547,-5970,
5.9573,-5969,
5.96,-5969,
5.9627,-5970,
5.9653,-5970,
5.968,-5969,
5.9707,-5969,
5.9733,-5969,
5.976,-5968,
5.9787,-5969,
5.9813,-5970,
5.984,-5971,
5.9867,-5970,
5.9893,-5970,
5.992,-5971,
5.9947,-5971,
5.9973,-5970,
6,-5970,
6.0027,-5970,
6.0053,-5970,
6.008,-5970,
6.0107,-5969,
6.0133,-5969,
6.016,-5969,
6.0187,-5969,
6.0213,-5970,
6.024,-5969,
6.0267,-5970,
6.0293,-5970,
6.032,-5970,
6.0347,-5970,
6.0373,-5970,
6.04,-5970,
6.0427,-5970,
6.0453,-5970,
6.048,-5971,
6.0507,-5970,
6.0533,-5970,
6.056,-5969,
6.0587,-5969,
6.0613,-5967,
6.064,-5967,
6.0667,-5969,
6.0693,-5965,
6.072,-5967,
6.0747,-5975,
6.0773,-5971,
6.08,-5969,
6.0827,-5968,
6.0853,-5968,
6.088,-5970,
6.0907,-5969,
6.0933,-5969,
6.096,-5969,
6.0987,-5969,
6.1013,-5969,
6.104,-5969,
6.1067,-5970,
6.1093,-5969,
6.112,-5970,
6.1147,-5968,
6.1173,-5967,
6.12,-5969,
6.1227,-5970,
6.1253,-5970,
6.128,-5971,
6.1307,-5969,
6.1333,-5968,
6.136,-5969,
6.1387,-5971,
6.1413,-5968,
6.144,-5968,
6.1467,-5969,
6.1493,-5970,
6.152,-5971,
6.1547,-5972,
6.1573,-5971,
6.16,-5971,
6.1627,-5970,
6.1653,-5970,
6.168,-5970,
6.1707,-5970,
6.1733,-5971,
6.176,-5972,
6.1787,-5971,
6.1813,-5971,
6.184,-5970,
6.1867,-5970,
6.1893,-5971,
6.192,-5970,
6.1947,-5971,
6.1973,-5971,
6.2,-5972,
6.2027,-5971,
6.2053,-5971,
6.208,-5971,
6.2107,-5970,
6.2133,-5970,
6.216,-5970,
6.2187,-5971,
6.2213,-5972,
6.224,-5972,
6.2267,-5972,
6.2293,-5972,
6.232,-5972,
6.2347,-5972,
6.2373,-5972,
6.24,-5972,
6.2427,-5972,
6.2453,-5972,
6.248,-5972,
6.2507,-5972,
6.2533,-5973,
6.256,-5973,
6.2587,-5972,
6.2613,-5972,
6.264,-5972,
6.2667,-5972,
6.2693,-5972,
6.272,-5972,
6.2747,-5972,
6.2773,-5971,
6.28,-5971,
6.2827,-5971,
6.2853,-5969,
6.288,-5970,
6.2907,-5971,
6.2933,-5970,
6.296,-5969,
6.2987,-5969,
6.3013,-5969,
6.304,-5969,
6.3067,-5969,
6.3093,-5968,
6.312,-5968,
6.3147,-5967,
6.3173,-5967,
6.32,-5967,
6.3227,-5968,
6.3253,-5967,
6.328,-5966,
6.3307,-5966,
6.3333,-5967,
6.336,-5967,
6.3387,-5967,
6.3413,-5967,
6.344,-5966,
6.3467,-5966,
6.3493,-5965,
6.352,-5964,
6.3547,-5964,
6.3573,-5963,
6.36,-5964,
6.3627,-5965,
6.3653,-5965,
6.368,-5964,
6.3707,-5964,
6.3733,-5964,
6.376,-5962,
6.3787,-5961,
6.3813,-5964,
6.384,-5966,
6.3867,-5964,
6.3893,-5962,
6.392,-5959,
6.3947,-5959,
6.3973,-5960,
6.4,-5962,
6.4027,-5963,
6.4053,-5967,
6.408,-5963,
6.4107,-5962,
6.4133,-5961,
6.416,-5961,
6.4187,-5962,
6.4213,-5963,
6.424,-5962,
6.4267,-5961,
6.4293,-5960,
6.432,-5961,
6.4347,-5959,
6.4373,-5960,
6.44,-5960,
6.4427,-5959,
6.4453,-5961,
6.448,-5961,
6.4507,-5960,
6.4533,-5961,
6.456,-5962,
6.4587,-5960,
6.4613,-5960,
6.464,-5961,
6.4667,-5960,
6.4693,-5961,
6.472,-5959,
6.4747,-5961,
6.4773,-5962,
6.48,-5961,
6.4827,-5962,
6.4853,-5961,
6.488,-5961,
6.4907,-5960,
6.4933,-5961,
6.496,-5962,
6.4987,-5961,
6.5013,-5961,
6.504,-5961,
6.5067,-5962,
6.5093,-5962,
6.512,-5962,
6.5147,-5962,
6.5173,-5962,
6.52,-5962,
6.5227,-5963,
6.5253,-5963,
6.528,-5963,
6.5307,-5963,
6.5333,-5963,
6.536,-5962,
6.5387,-5962,
6.5413,-5962,
6.544,-5962,
6.5467,-5961,
6.5493,-5961,
6.552,-5962,
6.5547,-5962,
6.5573,-5962,
6.56,-5962,
6.5627,-5961,
6.5653,-5962,
6.568,-5961,
6.5707,-5962,
6.5733,-5962,
6.576,-5963,
6.5787,-5962,
6.5813,-5962,
6.584,-5962,
6.5867,-5961,
6.5893,-5962,
6.592,-5962,
6.5947,-5963,
6.5973,-5962,
6.6,-5962,
6.6027,-5962,
6.6053,-5962,
6.608,-5962,
6.6107,-5963,
6.6133,-5962,
6.616,-5962,
6.6187,-5961,
6.6213,-5961,
6.624,-5961,
6.6267,-5961,
6.6293,-5961,
6.632,-5961,
6.6347,-5961,
6.6373,-5961,
6.64,-5960,
6.6427,-5961,
6.6453,-5961,
6.648,-5961,
6.6507,-5961,
6.6533,-5961,
6.656,-5960,
6.6587,-5961,
6.6613,-5961,
6.664,-5962,
6.6667,-5963,
6.6693,-5962,
6.672,-5960,
6.6747,-5960,
6.6773,-5960,
6.68,-5960,
6.6827,-5960,
6.6853,-5960,
6.688,-5961,
6.6907,-5960,
6.6933,-5959,
6.696,-5960,
6.6987,-5960,
6.7013,-5959,
6.704,-5958,
6.7067,-5959,
6.7093,-5959,
6.712,-5960,
6.7147,-5961,
6.7173,-5961,
6.72,-5960,
6.7227,-5961,
6.7253,-5960,
6.728,-5960,
6.7307,-5961,
6.7333,-5961,
6.736,-5961,
6.7387,-5961,
6.7413,-5961,
6.744,-5960,
6.7467,-5960,
6.7493,-5960,
6.752,-5959,
6.7547,-5959,
6.7573,-5960,
6.76,-5960,
6.7627,-5961,
6.7653,-5961,
6.768,-5960,
6.7707,-5960,
6.7733,-5959,
6.776,-5960,
6.7787,-5960,
6.7813,-5960,
6.784,-5960,
6.7867,-5960,
6.7893,-5961,
6.792,-5961,
6.7947,-5961,
6.7973,-5961,
6.8,-5961,
6.8027,-5961,
6.8053,-5961,
6.808,-5960,
6.8107,-5960,
6.8133,-5960,
6.816,-5961,
6.8187,-5961,
6.8213,-5961,
6.824,-5961,
6.8267,-5961,
6.8293,-5960,
6.832,-5961,
6.8347,-5961,
6.8373,-5961,
6.84,-5960,
6.8427,-5961,
6.8453,-5961,
6.848,-5960,
6.8507,-5960,
6.8533,-5960,
6.856,-5961,
6.8587,-5961,
6.8613,-5961,
6.864,-5961,
6.8667,-5961,
6.8693,-5961,
6.872,-5961,
6.8747,-5961,
6.8773,-5961,
6.88,-5961,
6.8827,-5962,
6.8853,-5962,
6.888,-5962,
6.8907,-5962,
6.8933,-5961,
6.896,-5961,
6.8987,-5960,
6.9013,-5961,
6.904,-5961,
6.9067,-5961,
6.9093,-5961,
6.912,-5961,
6.9147,-5961,
6.9173,-5961,
6.92,-5961,
6.9227,-5961,
6.9253,-5960,
6.928,-5960,
6.9307,-5960,
6.9333,-5961,
6.936,-5961,
6.9387,-5962,
6.9413,-5962,
6.944,-5962,
6.9467,-5961,
6.9493,-5962,
6.952,-5962,
6.9547,-5961,
6.9573,-5961,
6.96,-5961,
6.9627,-5961,
6.9653,-5961,
6.968,-5961,
6.9707,-5961,
6.9733,-5962,
6.976,-5963,
6.9787,-5963,
6.9813,-5963,
6.984,-5963,
6.9867,-5962,
6.9893,-5961,
6.992,-5962,
6.9947,-5963,
6.9973,-5963,
7,-5962,
7.0027,-5962,
7.0053,-5962,
7.008,-5963,
7.0107,-5963,
7.0133,-5963,
7.016,-5964,
7.0187,-5963,
7.0213,-5964,
7.024,-5964,
7.0267,-5963,
7.0293,-5964,
7.032,-5964,
7.0347,-5964,
7.0373,-5964,
7.04,-5965,
7.0427,-5965,
7.0453,-5965,
7.048,-5966,
7.0507,-5966,
7.0533,-5966,
7.056,-5965,
7.0587,-5966,
7.0613,-5966,
7.064,-5966,
7.0667,-5967,
7.0693,-5966,
7.072,-5967,
7.0747,-5967,
7.0773,-5967,
7.08,-5967,
7.0827,-5966,
7.0853,-5966,
7.088,-5966,
7.0907,-5967,
7.0933,-5967,
7.096,-5967,
7.0987,-5966,
7.1013,-5966,
7.104,-5967,
7.1067,-5967,
7.1093,-5969,
7.112,-5968,
7.1147,-5968,
7.1173,-5968,
7.12,-5968,
7.1227,-5968,
7.1253,-5968,
7.128,-5968,
7.1307,-5968,
7.1333,-5968,
7.136,-5969,
7.1387,-5969,
7.1413,-5969,
7.144,-5969,
7.1467,-5968,
7.1493,-5968,
7.152,-5969,
7.1547,-5969,
7.1573,-5969,
7.16,-5968,
7.1627,-5969,
7.1653,-5969,
7.168,-5969,
7.1707,-5969,
7.1733,-5969,
7.176,-5969,
7.1787,-5969,
7.1813,-5969,
7.184,-5969,
7.1867,-5970,
7.1893,-5971,
7.192,-5970,
7.1947,-5971,
7.1973,-5972,
7.2,-5972,
7.2027,-5971,
7.2053,-5969,
7.208,-5971,
7.2107,-5973,
7.2133,-5972,
7.216,-5972,
7.2187,-5972,
7.2213,-5971,
7.224,-5970,
7.2267,-5970,
7.2293,-5973,
7.232,-5973,
7.2347,-5974,
7.2373,-5972,
7.24,-5975,
7.2427,-5972,
7.2453,-5972,
7.248,-5972,
7.2507,-5973,
7.2533,-5972,
7.256,-5971,
7.2587,-5970,
7.2613,-5971,
7.264,-5971,
7.2667,-5972,
7.2693,-5971,
7.272,-5971,
7.2747,-5972,
7.2773,-5974,
7.28,-5972,
7.2827,-5974,
7.2853,-5974,
7.288,-5974,
7.2907,-5975,
7.2933,-5974,
7.296,-5973,
7.2987,-5974,
7.3013,-5975,
7.304,-5976,
7.3067,-5973,
7.3093,-5973,
7.312,-5972,
7.3147,-5973,
7.3173,-5973,
7.32,-5973,
7.3227,-5972,
7.3253,-5972,
7.328,-5974,
7.3307,-5971,
7.3333,-5970,
7.336,-5972,
7.3387,-5972,
7.3413,-5972,
7.344,-5971,
7.3467,-5970,
7.3493,-5970,
7.352,-5970,
7.3547,-5971,
7.3573,-5971,
7.36,-5971,
7.3627,-5972,
7.3653,-5972,
7.368,-5972,
7.3707,-5972,
7.3733,-5972,
7.376,-5971,
7.3787,-5971,
7.3813,-5971,
7.384,-5973,
7.3867,-5972,
7.3893,-5971,
7.392,-5970,
7.3947,-5970,
7.3973,-5970,
7.4,-5970,
7.4027,-5972,
7.4053,-5972,
7.408,-5972,
7.4107,-5972,
7.4133,-5972,
7.416,-5972,
7.4187,-5972,
7.4213,-5971,
7.424,-5971,
7.4267,-5971,
7.4293,-5972,
7.432,-5972,
7.4347,-5972,
7.4373,-5972,
7.44,-5972,
7.4427,-5972,
7.4453,-5971,
7.448,-5970,
7.4507,-5970,
7.4533,-5971,
7.456,-5970,
7.4587,-5969,
7.4613,-5969,
7.464,-5969,
7.4667,-5969,
7.4693,-5969,
7.472,-5969,
7.4747,-5969,
7.4773,-5969,
7.48,-5969,
7.4827,-5969,
7.4853,-5969,
7.488,-5970,
7.4907,-5970,
7.4933,-5970,
7.496,-5969,
7.4987,-5968,
7.5013,-5969,
7.504,-5969,
7.5067,-5968,
7.5093,-5968,
7.512,-5968,
7.5147,-5967,
7.5173,-5967,
7.52,-5967,
7.5227,-5966,
7.5253,-5966,
7.528,-5967,
7.5307,-5968,
7.5333,-5969,
7.536,-5967,
7.5387,-5967,
7.5413,-5967,
7.544,-5967,
7.5467,-5967,
7.5493,-5966,
7.552,-5967,
7.5547,-5966,
7.5573,-5966,
7.56,-5965,
7.5627,-5964,
7.5653,-5964,
7.568,-5964,
7.5707,-5965,
7.5733,-5964,
7.576,-5963,
7.5787,-5964,
7.5813,-5964,
7.584,-5964,
7.5867,-5964,
7.5893,-5965,
7.592,-5964,
7.5947,-5965,
7.5973,-5964,
7.6,-5964,
7.6027,-5964,
7.6053,-5964,
7.608,-5964,
7.6107,-5964,
7.6133,-5963,
7.616,-5963,
7.6187,-5964,
7.6213,-5964,
7.624,-5964,
7.6267,-5964,
7.6293,-5964,
7.632,-5964,
7.6347,-5965,
7.6373,-5964,
7.64,-5963,
7.6427,-5963,
7.6453,-5963,
7.648,-5962,
7.6507,-5961,
7.6533,-5961,
7.656,-5963,
7.6587,-5963,
7.6613,-5963,
7.664,-5962,
7.6667,-5962,
7.6693,-5962,
7.672,-5962,
7.6747,-5961,
7.6773,-5962,
7.68,-5962,
7.6827,-5961,
7.6853,-5961,
7.688,-5961,
7.6907,-5961,
7.6933,-5961,
7.696,-5961,
7.6987,-5960,
7.7013,-5959,
7.704,-5959,
7.7067,-5959,
7.7093,-5959,
7.712,-5959,
7.7147,-5959,
