时间(分钟),信号值(微伏),信号(x),信号值(微伏)(y)
29.5467,19010,484.63646,-967
29.5493,19011,484.660406,-966
29.552,19012,484.684352,-965
29.5547,19016,484.780136,-964
29.5573,19017,484.804082,-962
29.56,19018,484.828028,-962
29.5627,19020,484.87592,-961
29.5653,19021,484.899866,-960
29.568,19023,484.947758,-960
29.5707,19025,484.99565,-958
29.5733,19026,485.019596,-957
29.576,19028,485.067488,-957
29.5787,19029,485.091434,-956
29.5813,19032,485.163272,-954
29.584,19033,485.187218,-952
29.5867,19035,485.23511,-952
29.5893,19036,485.259056,-951
29.592,19038,485.306948,-951
29.5947,19040,485.35484,-950
29.5973,19042,485.402732,-949
29.6,19043,485.426678,-949
29.6027,19045,485.47457,-948
29.6053,19046,485.498516,-948
29.608,19049,485.570354,-946
29.6107,19050,485.5943,-945
29.6133,19052,485.642192,-944
29.616,19053,485.666138,-943
29.6187,19054,485.690084,-944
29.6213,19057,485.761922,-943
29.624,19058,485.785868,-942
29.6267,19060,485.83376,-942
29.6293,19061,485.857706,-940
29.632,19062,485.881652,-940
29.6347,19065,485.95349,-940
29.6373,19067,486.001382,-939
29.64,19068,486.025328,-938
29.6427,19070,486.07322,-937
29.6453,19071,486.097166,-937
29.648,19074,486.169004,-937
29.6507,19075,486.19295,-936
29.6533,19077,486.240842,-935
29.656,19078,486.264788,-935
29.6587,19079,486.288734,-934
29.6613,19082,486.360572,-931
29.664,19084,486.408464,-931
29.6667,19085,486.43241,-930
29.6693,19086,486.456356,-930
29.672,19088,486.504248,-930
29.6747,19090,486.55214,-929
29.6773,19092,486.600032,-929
29.68,19093,486.623978,-928
29.6827,19095,486.67187,-927
29.6853,19096,486.695816,-927
29.688,19099,486.767654,-925
29.6907,19100,486.7916,-925
29.6933,19101,486.815546,-924
29.696,19103,486.863438,-924
29.6987,19105,486.91133,-923
29.7013,19107,486.959222,-921
29.704,19108,486.983168,-920
29.7067,19110,487.03106,-920
29.7093,19111,487.055006,-920
29.712,19113,487.102898,-920
29.7147,19116,487.174736,-918
29.7173,19117,487.198682,-917
29.72,19118,487.222628,-916
29.7227,19120,487.27052,-915
29.7253,19121,487.294466,-915
29.728,19124,487.366304,-914
29.7307,19125,487.39025,-914
29.7333,19127,487.438142,-914
29.736,19128,487.462088,-914
29.7387,19129,487.486034,-913
29.7413,19132,487.557872,-911
29.744,19134,487.605764,-910
29.7467,19135,487.62971,-910
29.7493,19136,487.653656,-909
29.752,19138,487.701548,-909
29.7547,19141,487.773386,-908
29.7573,19142,487.797332,-908
29.76,19144,487.845224,-907
29.7627,19145,487.86917,-906
29.7653,19146,487.893116,-906
29.768,19149,487.964954,-905
29.7707,19150,487.9889,-904
29.7733,19152,488.036792,-903
29.776,19153,488.060738,-902
29.7787,19155,488.10863,-902
29.7813,19157,488.156522,-901
29.784,19159,488.204414,-900
29.7867,19160,488.22836,-900
29.7893,19161,488.252306,-900
29.792,19163,488.300198,-899
29.7947,19166,488.372036,-898
29.7973,19167,488.395982,-898
29.8,19168,488.419928,-898
29.8027,19170,488.46782,-897
29.8053,19171,488.491766,-897
29.808,19174,488.563604,-896
29.8107,19175,488.58755,-896
29.8133,19177,488.635442,-895
29.816,19178,488.659388,-894
29.8187,19179,488.683334,-893
29.8213,19182,488.755172,-892
29.824,19184,488.803064,-891
29.8267,19185,488.82701,-890
29.8293,19187,488.874902,-890
29.832,19188,488.898848,-890
29.8347,19191,488.970686,-888
29.8373,19192,488.994632,-888
29.84,19193,489.018578,-888
29.8427,19195,489.06647,-887
29.8453,19196,489.090416,-887
29.848,19199,489.162254,-886
29.8507,19200,489.1862,-885
29.8533,19202,489.234092,-884
29.856,19203,489.258038,-884
29.8587,19206,489.329876,-883
29.8613,19207,489.353822,-882
29.864,19209,489.401714,-882
29.8667,19210,489.42566,-882
29.8693,19211,489.449606,-881
29.872,19214,489.521444,-881
29.8747,19216,489.569336,-880
29.8773,19217,489.593282,-879
29.88,19218,489.617228,-879
29.8827,19220,489.66512,-879
29.8853,19223,489.736958,-879
29.888,19224,489.760904,-879
29.8907,19225,489.78485,-877
29.8933,19226,489.808796,-876
29.896,19228,489.856688,-876
29.8987,19231,489.928526,-875
29.9013,19232,489.952472,-875
29.904,19233,489.976418,-875
29.9067,19235,490.02431,-875
29.9093,19236,490.048256,-875
29.912,19239,490.120094,-874
29.9147,19240,490.14404,-872
29.9173,19242,490.191932,-872
29.92,19243,490.215878,-872
29.9227,19245,490.26377,-871
29.9253,19248,490.335608,-871
29.928,19249,490.359554,-870
29.9307,19250,490.3835,-869
29.9333,19252,490.431392,-869
29.936,19253,490.455338,-870
29.9387,19256,490.527176,-869
29.9413,19257,490.551122,-867
29.944,19259,490.599014,-867
29.9467,19260,490.62296,-867
29.9493,19262,490.670852,-866
29.952,19264,490.718744,-865
29.9547,19266,490.766636,-864
29.9573,19267,490.790582,-864
29.96,19269,490.838474,-862
29.9627,19270,490.86242,-862
29.9653,19273,490.934258,-863
29.968,19274,490.958204,-862
29.9707,19276,491.006096,-861
29.9733,19277,491.030042,-861
29.976,19279,491.077934,-861
29.9787,19281,491.125826,-860
29.9813,19283,491.173718,-858
29.984,19284,491.197664,-858
29.9867,19285,491.22161,-857
29.9893,19287,491.269502,-856
29.992,19290,491.34134,-855
29.9947,19291,491.365286,-854
29.9973,19293,491.413178,-853
30,19294,491.437124,-853
30.0027,19295,491.46107,-853
30.0053,19297,491.508962,-852
30.008,19299,491.556854,-852
30.0107,19301,491.604746,-851
30.0133,19302,491.628692,-850
30.016,19304,491.676584,-850
30.0187,19305,491.70053,-849
30.0213,19308,491.772368,-849
30.024,19309,491.796314,-848
30.0267,19311,491.844206,-848
30.0293,19312,491.868152,-847
30.032,19314,491.916044,-847
30.0347,19317,491.987882,-846
30.0373,19318,492.011828,-845
30.04,19319,492.035774,-844
30.0427,19320,492.05972,-844
30.0453,19323,492.131558,-844
30.048,19325,492.17945,-843
30.0507,19326,492.203396,-842
30.0533,19328,492.251288,-841
30.056,19329,492.275234,-841
30.0587,19331,492.323126,-840
30.0613,19333,492.371018,-839
30.064,19334,492.394964,-839
30.0667,19336,492.442856,-838
30.0693,19337,492.466802,-837
30.072,19340,492.53864,-837
30.0747,19341,492.562586,-837
30.0773,19343,492.610478,-836
30.08,19344,492.634424,-835
30.0827,19345,492.65837,-833
30.0853,19348,492.730208,-833
30.088,19349,492.754154,-831
30.0907,19351,492.802046,-830
30.0933,19352,492.825992,-830
30.096,19354,492.873884,-830
30.0987,19356,492.921776,-830
30.1013,19358,492.969668,-829
30.104,19359,492.993614,-828
30.1067,19360,493.01756,-827
30.1093,19362,493.065452,-826
30.112,19364,493.113344,-826
30.1147,19366,493.161236,-824
30.1173,19367,493.185182,-823
30.12,19369,493.233074,-822
30.1227,19370,493.25702,-822
30.1253,19373,493.328858,-822
30.128,19374,493.352804,-819
30.1307,19376,493.400696,-818
30.1333,19377,493.424642,-818
30.136,19378,493.448588,-818
30.1387,19381,493.520426,-817
30.1413,19383,493.568318,-815
30.144,19384,493.592264,-815
30.1467,19385,493.61621,-813
30.1493,19387,493.664102,-812
30.152,19389,493.711994,-812
30.1547,19391,493.759886,-810
30.1573,19392,493.783832,-810
30.16,19394,493.831724,-809
30.1627,19395,493.85567,-809
30.1653,19398,493.927508,-808
30.168,19399,493.951454,-805
30.1707,19400,493.9754,-807
30.1733,19402,494.023292,-807
30.176,19403,494.047238,-805
30.1787,19406,494.119076,-805
30.1813,19407,494.143022,-803
30.184,19409,494.190914,-803
30.1867,19410,494.21486,-802
30.1893,19411,494.238806,-801
30.192,19414,494.310644,-801
30.1947,19415,494.33459,-800
30.1973,19417,494.382482,-799
30.2,19418,494.406428,-798
30.2027,19420,494.45432,-798
30.2053,19422,494.502212,-797
30.208,19424,494.550104,-795
30.2107,19425,494.57405,-796
30.2133,19426,494.597996,-796
30.216,19428,494.645888,-795
30.2187,19431,494.717726,-793
30.2213,19432,494.741672,-793
30.224,19433,494.765618,-793
30.2267,19435,494.81351,-791
30.2293,19436,494.837456,-790
30.232,19439,494.909294,-790
30.2347,19440,494.93324,-789
30.2373,19441,494.957186,-788
30.24,19443,495.005078,-786
30.2427,19444,495.029024,-786
30.2453,19447,495.100862,-786
30.248,19448,495.124808,-784
30.2507,19450,495.1727,-783
30.2533,19451,495.196646,-782
30.256,19452,495.220592,-782
30.2587,19455,495.29243,-782
30.2613,19456,495.316376,-780
30.264,19458,495.364268,-781
30.2667,19459,495.388214,-780
30.2693,19460,495.41216,-779
30.272,19463,495.483998,-778
30.2747,19464,495.507944,-776
30.2773,19466,495.555836,-774
30.28,19467,495.579782,-774
30.2827,19469,495.627674,-773
30.2853,19472,495.699512,-773
30.288,19473,495.723458,-773
30.2907,19474,495.747404,-770
30.2933,19475,495.77135,-769
30.296,19477,495.819242,-769
30.2987,19480,495.89108,-768
30.3013,19481,495.915026,-767
30.304,19483,495.962918,-767
30.3067,19484,495.986864,-764
30.3093,19485,496.01081,-763
30.312,19488,496.082648,-762
30.3147,19489,496.106594,-762
30.3173,19491,496.154486,-761
30.32,19492,496.178432,-760
30.3227,19494,496.226324,-759
30.3253,19496,496.274216,-757
30.328,19498,496.322108,-756
30.3307,19499,496.346054,-755
30.3333,19500,496.37,-755
30.336,19502,496.417892,-753
30.3387,19505,496.48973,-754
30.3413,19506,496.513676,-752
30.344,19507,496.537622,-752
30.3467,19509,496.585514,-750
30.3493,19510,496.60946,-750
30.352,19513,496.681298,-749
30.3547,19514,496.705244,-747
30.3573,19516,496.753136,-747
30.36,19517,496.777082,-746
30.3627,19519,496.824974,-745
30.3653,19522,496.896812,-745
30.368,19523,496.920758,-744
30.3707,19525,496.96865,-743
30.3733,19526,496.992596,-742
30.376,19527,497.016542,-741
30.3787,19530,497.08838,-739
30.3813,19532,497.136272,-738
30.384,19533,497.160218,-738
30.3867,19534,497.184164,-737
30.3893,19536,497.232056,-736
30.392,19539,497.303894,-735
30.3947,19540,497.32784,-735
30.3973,19541,497.351786,-733
30.4,19543,497.399678,-732
30.4027,19544,497.423624,-731
30.4053,19547,497.495462,-730
30.408,19549,497.543354,-728
30.4107,19550,497.5673,-728
30.4133,19552,497.615192,-727
30.416,19553,497.639138,-726
30.4187,19555,497.68703,-725
30.4213,19557,497.734922,-722
30.424,19558,497.758868,-721
30.4267,19560,497.80676,-720
30.4293,19561,497.830706,-719
30.432,19565,497.92649,-718
30.4347,19566,497.950436,-716
30.4373,19567,497.974382,-715
30.44,19569,498.022274,-715
30.4427,19570,498.04622,-713
30.4453,19573,498.118058,-712
30.448,19574,498.142004,-710
30.4507,19576,498.189896,-708
30.4533,19577,498.213842,-708
30.456,19578,498.237788,-707
30.4587,19580,498.28568,-707
30.4613,19583,498.357518,-706
30.464,19584,498.381464,-705
30.4667,19585,498.40541,-703
30.4693,19587,498.453302,-703
30.472,19590,498.52514,-702
30.4747,19591,498.549086,-700
30.4773,19593,498.596978,-699
30.48,19594,498.620924,-698
30.4827,19595,498.64487,-697
30.4853,19598,498.716708,-696
30.488,19600,498.7646,-693
30.4907,19601,498.788546,-693
30.4933,19602,498.812492,-692
30.496,19604,498.860384,-692
30.4987,19607,498.932222,-691
30.5013,19608,498.956168,-689
30.504,19609,498.980114,-689
30.5067,19611,499.028006,-688
30.5093,19612,499.051952,-687
30.512,19615,499.12379,-686
30.5147,19617,499.171682,-686
30.5173,19618,499.195628,-684
30.52,19619,499.219574,-684
30.5227,19621,499.267466,-683
30.5253,19624,499.339304,-683
30.528,19625,499.36325,-681
30.5307,19627,499.411142,-680
30.5333,19628,499.435088,-679
30.536,19629,499.459034,-678
30.5387,19632,499.530872,-677
30.5413,19633,499.554818,-676
30.544,19635,499.60271,-675
30.5467,19636,499.626656,-673
30.5493,19638,499.674548,-672
30.552,19640,499.72244,-670
30.5547,19642,499.770332,-670
30.5573,19643,499.794278,-668
30.56,19645,499.84217,-668
30.5627,19646,499.866116,-666
30.5653,19649,499.937954,-664
30.568,19650,499.9619,-663
30.5707,19651,499.985846,-662
30.5733,19653,500.033738,-661
30.576,19654,500.057684,-660
30.5787,19657,500.129522,-659
30.5813,19659,500.177414,-657
30.584,19660,500.20136,-657
30.5867,19661,500.225306,-656
30.5893,19663,500.273198,-656
30.592,19666,500.345036,-655
30.5947,19667,500.368982,-653
30.5973,19668,500.392928,-652
30.6,19670,500.44082,-651
30.6027,19672,500.488712,-650
30.6053,19674,500.536604,-650
30.608,19676,500.584496,-649
30.6107,19677,500.608442,-648
30.6133,19679,500.656334,-647
30.616,19680,500.68028,-646
30.6187,19683,500.752118,-646
30.6213,19684,500.776064,-644
30.624,19686,500.823956,-643
30.6267,19687,500.847902,-642
30.6293,19689,500.895794,-641
30.632,19691,500.943686,-640
30.6347,19693,500.991578,-639
30.6373,19694,501.015524,-639
30.64,19696,501.063416,-638
30.6427,19697,501.087362,-637
30.6453,19700,501.1592,-636
30.648,19701,501.183146,-634
30.6507,19703,501.231038,-634
30.6533,19704,501.254984,-634
30.656,19706,501.302876,-633
30.6587,19708,501.350768,-631
30.6613,19709,501.374714,-630
30.664,19710,501.39866,-629
30.6667,19712,501.446552,-628
30.6693,19714,501.494444,-627
30.672,19716,501.542336,-627
30.6747,19718,501.590228,-626
30.6773,19719,501.614174,-625
30.68,19721,501.662066,-624
30.6827,19722,501.686012,-623
30.6853,19725,501.75785,-623
30.688,19726,501.781796,-622
30.6907,19728,501.829688,-622
30.6933,19729,501.853634,-621
30.696,19731,501.901526,-619
30.6987,19733,501.949418,-619
30.7013,19735,501.99731,-617
30.704,19736,502.021256,-616
30.7067,19737,502.045202,-615
30.7093,19739,502.093094,-615
30.712,19742,502.164932,-614
30.7147,19743,502.188878,-614
30.7173,19745,502.23677,-613
30.72,19746,502.260716,-613
30.7227,19748,502.308608,-611
30.7253,19750,502.3565,-610
30.728,19752,502.404392,-608
30.7307,19753,502.428338,-608
30.7333,19754,502.452284,-607
30.736,19756,502.500176,-607
30.7387,19759,502.572014,-606
30.7413,19760,502.59596,-606
30.744,19762,502.643852,-605
30.7467,19763,502.667798,-604
30.7493,19765,502.71569,-603
30.752,19767,502.763582,-602
30.7547,19768,502.787528,-602
30.7573,19770,502.83542,-600
30.76,19771,502.859366,-600
30.7627,19773,502.907258,-599
30.7653,19775,502.95515,-598
30.768,19777,503.003042,-597
30.7707,19778,503.026988,-596
30.7733,19780,503.07488,-596
30.776,19781,503.098826,-595
30.7787,19784,503.170664,-594
30.7813,19785,503.19461,-592
30.784,19787,503.242502,-592
30.7867,19788,503.266448,-591
30.7893,19789,503.290394,-591
30.792,19792,503.362232,-591
30.7947,19794,503.410124,-589
30.7973,19795,503.43407,-589
30.8,19797,503.481962,-589
30.8027,19798,503.505908,-588
30.8053,19800,503.5538,-586
30.808,19802,503.601692,-585
30.8107,19803,503.625638,-585
30.8133,19805,503.67353,-584
30.816,19806,503.697476,-583
30.8187,19809,503.769314,-582
30.8213,19811,503.817206,-582
30.824,19812,503.841152,-580
30.8267,19814,503.889044,-579
30.8293,19815,503.91299,-578
30.832,19817,503.960882,-578
30.8347,19819,504.008774,-577
30.8373,19821,504.056666,-576
30.84,19822,504.080612,-576
30.8427,19823,504.104558,-575
30.8453,19826,504.176396,-574
30.848,19828,504.224288,-573
30.8507,19829,504.248234,-572
30.8533,19830,504.27218,-572
30.856,19832,504.320072,-571
30.8587,19835,504.39191,-570
30.8613,19836,504.415856,-569
30.864,19837,504.439802,-568
30.8667,19839,504.487694,-567
30.8693,19840,504.51164,-567
30.872,19843,504.583478,-567
30.8747,19845,504.63137,-565
30.8773,19846,504.655316,-564
30.88,19847,504.679262,-564
30.8827,19849,504.727154,-562
30.8853,19851,504.775046,-561
30.888,19853,504.822938,-561
30.8907,19854,504.846884,-560
30.8933,19856,504.894776,-560
30.896,19857,504.918722,-560
30.8987,19860,504.99056,-559
30.9013,19861,505.014506,-557
30.904,19863,505.062398,-556
30.9067,19864,505.086344,-555
30.9093,19866,505.134236,-555
30.912,19868,505.182128,-554
30.9147,19869,505.206074,-553
30.9173,19871,505.253966,-552
30.92,19872,505.277912,-550
30.9227,19874,505.325804,-550
30.9253,19877,505.397642,-549
30.928,19878,505.421588,-547
30.9307,19879,505.445534,-546
30.9333,19880,505.46948,-546
30.936,19882,505.517372,-545
30.9387,19885,505.58921,-545
30.9413,19886,505.613156,-545
30.944,19888,505.661048,-545
30.9467,19889,505.684994,-544
30.9493,19890,505.70894,-543
30.952,19893,505.780778,-542
30.9547,19894,505.804724,-541
30.9573,19896,505.852616,-540
30.96,19897,505.876562,-541
30.9627,19899,505.924454,-540
30.9653,19902,505.996292,-539
30.968,19903,506.020238,-538
30.9707,19904,506.044184,-537
30.9733,19906,506.092076,-536
30.976,19907,506.116022,-535
30.9787,19910,506.18786,-534
30.9813,19911,506.211806,-533
30.984,19913,506.259698,-531
30.9867,19914,506.283644,-531
30.9893,19916,506.331536,-531
30.992,19919,506.403374,-530
30.9947,19920,506.42732,-527
30.9973,19921,506.451266,-527
31,19923,506.499158,-526
31.0027,19924,506.523104,-526
31.0053,19927,506.594942,-525
31.008,19928,506.618888,-524
31.0107,19930,506.66678,-524
31.0133,19931,506.690726,-523
31.016,19933,506.738618,-522
31.0187,19935,506.78651,-521
31.0213,19937,506.834402,-520
31.024,19938,506.858348,-520
31.0267,19940,506.90624,-519
31.0293,19941,506.930186,-518
31.032,19944,507.002024,-517
31.0347,19945,507.02597,-515
31.0373,19947,507.073862,-515
31.04,19948,507.097808,-514
31.0427,19949,507.121754,-514
31.0453,19952,507.193592,-513
31.048,19954,507.241484,-511
31.0507,19955,507.26543,-510
31.0533,19956,507.289376,-510
31.056,19958,507.337268,-509
31.0587,19961,507.409106,-508
31.0613,19962,507.433052,-507
31.064,19964,507.480944,-506
31.0667,19965,507.50489,-506
31.0693,19967,507.552782,-505
31.072,19969,507.600674,-504
31.0747,19971,507.648566,-503
31.0773,19972,507.672512,-502
31.08,19974,507.720404,-501
31.0827,19975,507.74435,-501
31.0853,19978,507.816188,-500
31.088,19979,507.840134,-499
31.0907,19981,507.888026,-497
31.0933,19982,507.911972,-496
31.096,19983,507.935918,-496
31.0987,19986,508.007756,-495
31.1013,19988,508.055648,-493
31.104,19989,508.079594,-493
31.1067,19991,508.127486,-493
31.1093,19992,508.151432,-492
31.112,19995,508.22327,-492
31.1147,19996,508.247216,-490
31.1173,19998,508.295108,-489
31.12,19999,508.319054,-488
31.1227,20000,508.343,-488
31.1253,20003,508.414838,-488
31.128,20004,508.438784,-488
31.1307,20006,508.486676,-486
31.1333,20007,508.510622,-485
31.136,20009,508.558514,-484
31.1387,20011,508.606406,-484
31.1413,20013,508.654298,-483
31.144,20014,508.678244,-482
31.1467,20016,508.726136,-481
31.1493,20017,508.750082,-480
31.152,20020,508.82192,-479
31.1547,20021,508.845866,-478
31.1573,20023,508.893758,-477
31.16,20024,508.917704,-477
31.1627,20026,508.965596,-476
31.1653,20029,509.037434,-475
31.168,20030,509.06138,-474
31.1707,20031,509.085326,-473
31.1733,20033,509.133218,-472
31.176,20034,509.157164,-472
31.1787,20037,509.229002,-471
31.1813,20038,509.252948,-470
31.184,20040,509.30084,-469
31.1867,20042,509.348732,-469
31.1893,20043,509.372678,-468
31.192,20046,509.444516,-467
31.1947,20047,509.468462,-467
31.1973,20048,509.492408,-466
31.2,20050,509.5403,-465
31.2027,20051,509.564246,-463
31.2053,20054,509.636084,-462
31.208,20056,509.683976,-461
31.2107,20057,509.707922,-461
31.2133,20058,509.731868,-460
31.216,20060,509.77976,-459
31.2187,20063,509.851598,-458
31.2213,20064,509.875544,-457
31.224,20065,509.89949,-456
31.2267,20067,509.947382,-456
31.2293,20068,509.971328,-455
31.232,20071,510.043166,-454
31.2347,20073,510.091058,-453
31.2373,20074,510.115004,-452
31.24,20076,510.162896,-452
31.2427,20077,510.186842,-451
31.2453,20080,510.25868,-451
31.248,20081,510.282626,-449
31.2507,20082,510.306572,-449
31.2533,20084,510.354464,-447
31.256,20085,510.37841,-447
31.2587,20088,510.450248,-446
31.2613,20090,510.49814,-445
31.264,20091,510.522086,-444
31.2667,20092,510.546032,-444
31.2693,20094,510.593924,-443
31.272,20096,510.641816,-442
31.2747,20098,510.689708,-441
31.2773,20099,510.713654,-440
31.28,20101,510.761546,-440
31.2827,20102,510.785492,-438
31.2853,20105,510.85733,-437
31.288,20106,510.881276,-437
31.2907,20108,510.929168,-437
31.2933,20109,510.953114,-437
31.296,20111,511.001006,-436
31.2987,20113,511.048898,-435
31.3013,20115,511.09679,-434
31.304,20116,511.120736,-433
31.3067,20118,511.168628,-432
31.3093,20119,511.192574,-431
31.312,20122,511.264412,-429
31.3147,20123,511.288358,-429
31.3173,20125,511.33625,-429
31.32,20126,511.360196,-428
31.3227,20128,511.408088,-427
31.3253,20131,511.479926,-426
31.328,20132,511.503872,-425
31.3307,20133,511.527818,-425
31.3333,20134,511.551764,-425
31.336,20136,511.599656,-425
31.3387,20139,511.671494,-423
31.3413,20140,511.69544,-423
31.344,20142,511.743332,-422
31.3467,20143,511.767278,-421
31.3493,20145,511.81517,-420
31.352,20147,511.863062,-419
31.3547,20149,511.910954,-419
31.3573,20150,511.9349,-418
31.36,20152,511.982792,-418
31.3627,20153,512.006738,-417
31.3653,20156,512.078576,-415
31.368,20157,512.102522,-414
31.3707,20159,512.150414,-413
31.3733,20160,512.17436,-412
31.376,20162,512.222252,-412
31.3787,20164,512.270144,-410
31.3813,20166,512.318036,-409
31.384,20167,512.341982,-409
31.3867,20168,512.365928,-409
31.3893,20170,512.41382,-408
31.392,20173,512.485658,-406
31.3947,20174,512.509604,-406
31.3973,20176,512.557496,-404
31.4,20177,512.581442,-403
31.4027,20178,512.605388,-403
31.4053,20181,512.677226,-403
31.408,20183,512.725118,-402
31.4107,20184,512.749064,-401
31.4133,20185,512.77301,-400
31.416,20187,512.820902,-400
31.4187,20189,512.868794,-398
31.4213,20191,512.916686,-398
31.424,20192,512.940632,-398
31.4267,20193,512.964578,-396
31.4293,20195,513.01247,-395
31.432,20198,513.084308,-394
31.4347,20199,513.108254,-393
31.4373,20201,513.156146,-393
31.44,20202,513.180092,-392
31.4427,20203,513.204038,-391
31.4453,20206,513.275876,-390
31.448,20207,513.299822,-389
31.4507,20209,513.347714,-389
31.4533,20210,513.37166,-388
31.456,20212,513.419552,-387
31.4587,20214,513.467444,-386
31.4613,20216,513.515336,-385
31.464,20217,513.539282,-384
31.4667,20219,513.587174,-383
31.4693,20220,513.61112,-382
31.472,20223,513.682958,-381
31.4747,20224,513.706904,-381
31.4773,20225,513.73085,-380
31.48,20227,513.778742,-379
31.4827,20228,513.802688,-377
31.4853,20231,513.874526,-376
31.488,20232,513.898472,-376
31.4907,20234,513.946364,-376
31.4933,20235,513.97031,-376
31.496,20236,513.994256,-375
31.4987,20240,514.09004,-372
31.5013,20241,514.113986,-371
31.504,20243,514.161878,-371
31.5067,20244,514.185824,-370
31.5093,20245,514.20977,-370
31.512,20248,514.281608,-368
31.5147,20249,514.305554,-368
31.5173,20251,514.353446,-368
31.52,20252,514.377392,-367
31.5227,20253,514.401338,-366
31.5253,20256,514.473176,-365
31.528,20258,514.521068,-365
31.5307,20259,514.545014,-364
31.5333,20261,514.592906,-363
31.536,20262,514.616852,-362
31.5387,20264,514.664744,-361
31.5413,20266,514.712636,-360
31.544,20267,514.736582,-360
31.5467,20269,514.784474,-359
31.5493,20270,514.80842,-357
31.552,20273,514.880258,-357
31.5547,20275,514.92815,-356
31.5573,20276,514.952096,-355
31.56,20278,514.999988,-354
31.5627,20279,515.023934,-354
31.5653,20282,515.095772,-352
31.568,20283,515.119718,-351
31.5707,20285,515.16761,-351
31.5733,20286,515.191556,-350
31.576,20288,515.239448,-350
31.5787,20290,515.28734,-348
31.5813,20292,515.335232,-347
31.584,20294,515.383124,-347
31.5867,20295,515.40707,-347
31.5893,20296,515.431016,-346
31.592,20299,515.502854,-344
31.5947,20300,515.5268,-343
31.5973,20302,515.574692,-343
31.6,20304,515.622584,-343
31.6027,20305,515.64653,-342
31.6053,20308,515.718368,-340
31.608,20309,515.742314,-340
31.6107,20311,515.790206,-339
31.6133,20312,515.814152,-338
31.616,20313,515.838098,-337
31.6187,20316,515.909936,-336
31.6213,20318,515.957828,-335
31.624,20319,515.981774,-334
31.6267,20321,516.029666,-333
31.6293,20322,516.053612,-333
31.632,20325,516.12545,-332
31.6347,20326,516.149396,-332
31.6373,20328,516.197288,-331
31.64,20329,516.221234,-331
31.6427,20331,516.269126,-330
31.6453,20333,516.317018,-329
31.648,20335,516.36491,-329
31.6507,20336,516.388856,-328
31.6533,20338,516.436748,-327
31.656,20339,516.460694,-326
31.6587,20342,516.532532,-325
31.6613,20343,516.556478,-325
31.664,20345,516.60437,-324
31.6667,20346,516.628316,-324
31.6693,20348,516.676208,-323
31.672,20351,516.748046,-321
31.6747,20352,516.771992,-321
31.6773,20353,516.795938,-321
31.68,20355,516.84383,-320
31.6827,20356,516.867776,-319
31.6853,20359,516.939614,-317
31.688,20361,516.987506,-316
31.6907,20362,517.011452,-315
31.6933,20363,517.035398,-314
31.696,20365,517.08329,-314
31.6987,20368,517.155128,-313
31.7013,20369,517.179074,-312
31.704,20371,517.226966,-312
31.7067,20372,517.250912,-311
31.7093,20374,517.298804,-310
31.712,20377,517.370642,-308
31.7147,20378,517.394588,-307
31.7173,20380,517.44248,-307
31.72,20381,517.466426,-306
31.7227,20382,517.490372,-306
31.7253,20385,517.56221,-305
31.728,20386,517.586156,-304
31.7307,20388,517.634048,-303
31.7333,20389,517.657994,-303
31.736,20391,517.705886,-303
31.7387,20394,517.777724,-302
31.7413,20395,517.80167,-301
31.744,20397,517.849562,-301
31.7467,20398,517.873508,-299
31.7493,20399,517.897454,-299
31.752,20402,517.969292,-297
31.7547,20404,518.017184,-297
31.7573,20405,518.04113,-297
31.76,20407,518.089022,-297
31.7627,20408,518.112968,-296
31.7653,20411,518.184806,-294
31.768,20412,518.208752,-293
31.7707,20414,518.256644,-292
31.7733,20415,518.28059,-292
31.776,20417,518.328482,-291
31.7787,20419,518.376374,-290
31.7813,20421,518.424266,-290
31.784,20422,518.448212,-290
31.7867,20424,518.496104,-289
31.7893,20425,518.52005,-289
31.792,20428,518.591888,-287
31.7947,20430,518.63978,-287
31.7973,20431,518.663726,-287
31.8,20432,518.687672,-286
31.8027,20434,518.735564,-286
31.8053,20436,518.783456,-285
31.808,20438,518.831348,-284
31.8107,20440,518.87924,-283
31.8133,20441,518.903186,-281
31.816,20442,518.927132,-281
31.8187,20445,518.99897,-280
31.8213,20447,519.046862,-279
31.824,20448,519.070808,-278
31.8267,20449,519.094754,-278
31.8293,20451,519.142646,-278
31.832,20454,519.214484,-278
31.8347,20455,519.23843,-277
31.8373,20457,519.286322,-276
31.84,20458,519.310268,-276
31.8427,20460,519.35816,-275
31.8453,20463,519.429998,-272
31.848,20464,519.453944,-272
31.8507,20465,519.47789,-272
31.8533,20467,519.525782,-272
31.856,20468,519.549728,-271
31.8587,20471,519.621566,-271
31.8613,20473,519.669458,-271
31.864,20474,519.693404,-270
31.8667,20475,519.71735,-269
31.8693,20477,519.765242,-268
31.872,20479,519.813134,-267
31.8747,20481,519.861026,-267
31.8773,20482,519.884972,-265
31.88,20484,519.932864,-265
31.8827,20485,519.95681,-265
31.8853,20488,520.028648,-264
31.888,20490,520.07654,-263
31.8907,20491,520.100486,-262
31.8933,20493,520.148378,-262
31.896,20494,520.172324,-261
31.8987,20497,520.244162,-261
31.9013,20499,520.292054,-260
31.904,20500,520.316,-259
31.9067,20501,520.339946,-258
31.9093,20503,520.387838,-257
31.912,20506,520.459676,-256
31.9147,20507,520.483622,-255
31.9173,20509,520.531514,-254
31.92,20510,520.55546,-254
31.9227,20512,520.603352,-253
