时间(分钟),信号值(微伏),温度,信号值(微伏),
34.032,20598,522.662708,-2959.732142,
34.0347,20599,522.686654,-2959.493862,
34.0373,20601,522.734546,-2959.255582,
34.04,20602,522.758492,-2959.017302,
34.0427,20605,522.83033,-2958.779022,
34.0453,20606,522.854276,-2958.540741,
34.048,20608,522.902168,-2958.302461,
34.0507,20609,522.926114,-2958.064181,
34.0533,20611,522.974006,-2957.825901,
34.056,20614,523.045844,-2957.587621,
34.0587,20615,523.06979,-2957.349341,
34.0613,20617,523.117682,-2957.11106,
34.064,20618,523.141628,-2956.87278,
34.0667,20619,523.165574,-2956.6345,
34.0693,20622,523.237412,-2956.39622,
34.072,20623,523.261358,-2956.15794,
34.0747,20625,523.30925,-2955.919659,
34.0773,20626,523.333196,-2955.681379,
34.08,20628,523.381088,-2955.443099,
34.0827,20630,523.42898,-2955.204819,
34.0853,20632,523.476872,-2954.966539,
34.088,20633,523.500818,-2954.728259,
34.0907,20634,523.524764,-2954.489978,
34.0933,20636,523.572656,-2954.251698,
34.096,20639,523.644494,-2954.013418,
34.0987,20640,523.66844,-2953.775138,
34.1013,20642,523.716332,-2953.536858,
34.104,20643,523.740278,-2953.298578,
34.1067,20644,523.764224,-2953.060297,
34.1093,20647,523.836062,-2952.822017,
34.112,20648,523.860008,-2952.583737,
34.1147,20650,523.9079,-2952.345457,
34.1173,20651,523.931846,-2952.107177,
34.12,20653,523.979738,-2951.868896,
34.1227,20656,524.051576,-2951.630616,
34.1253,20657,524.075522,-2951.392336,
34.128,20658,524.099468,-2951.154056,
34.1307,20659,524.123414,-2950.915776,
34.1333,20661,524.171306,-2950.677496,
34.136,20664,524.243144,-2950.439215,
34.1387,20665,524.26709,-2950.200935,
34.1413,20666,524.291036,-2949.962655,
34.144,20668,524.338928,-2949.724375,
34.1467,20669,524.362874,-2949.486095,
34.1493,20672,524.434712,-2949.247815,
34.152,20673,524.458658,-2949.009534,
34.1547,20675,524.50655,-2948.771254,
34.1573,20676,524.530496,-2948.532974,
34.16,20678,524.578388,-2948.294694,
34.1627,20681,524.650226,-2948.056414,
34.1653,20682,524.674172,-2947.818133,
34.168,20683,524.698118,-2947.579853,
34.1707,20685,524.74601,-2947.341573,
34.1733,20686,524.769956,-2947.103293,
34.176,20689,524.841794,-2946.865013,
34.1787,20690,524.86574,-2946.626733,
34.1813,20692,524.913632,-2946.388452,
34.184,20693,524.937578,-2946.150172,
34.1867,20694,524.961524,-2945.911892,
34.1893,20697,525.033362,-2945.673612,
34.192,20698,525.057308,-2945.435332,
34.1947,20700,525.1052,-2945.197052,
34.1973,20701,温度,信号值(微伏),
34.2,20703,525.177038,-2944.958771,
34.2027,20706,525.248876,-2944.720491,
34.2053,20707,525.272822,-2944.482211,
34.208,20708,525.296768,-2944.243931,
34.2107,20710,525.34466,-2944.005651,
34.2133,20711,525.368606,-2943.76737,
34.216,20714,525.440444,-2943.52909,
34.2187,20716,525.488336,-2943.29081,
34.2213,20717,525.512282,-2943.05253,
34.224,20718,525.536228,-2942.81425,
34.2267,20719,525.560174,-2942.57597,
34.2293,20722,525.632012,-2942.337689,
34.232,20724,525.679904,-2942.099409,
34.2347,20725,525.70385,-2941.861129,
34.2373,20726,525.727796,-2941.622849,
34.24,20728,525.775688,-2941.384569,
34.2427,20730,525.82358,-2941.146289,
34.2453,20732,525.871472,-2940.908008,
34.248,20733,525.895418,-2940.669728,
34.2507,20735,525.94331,-2940.431448,
34.2533,20736,525.967256,-2940.193168,
34.256,20739,526.039094,-2939.954888,
34.2587,20740,526.06304,-2939.716607,
34.2613,20741,526.086986,-2939.478327,
34.264,20743,526.134878,-2939.240047,
34.2667,20746,526.206716,-2939.001767,
34.2693,20747,526.230662,-2938.763487,
34.272,20748,526.254608,-2938.525207,
34.2747,20750,526.3025,-2938.286926,
34.2773,20751,526.326446,-2938.048646,
34.28,20754,526.398284,-2937.810366,
34.2827,20755,526.42223,-2937.572086,
34.2853,20756,526.446176,-2937.333806,
34.288,20758,526.494068,-2937.095525,
34.2907,20760,526.54196,-2936.857245,
34.2933,20762,526.589852,-2936.618965,
34.296,20763,526.613798,-2936.380685,
34.2987,20765,526.66169,-2936.142405,
34.3013,20766,526.685636,-2935.904125,
34.304,20767,526.709582,-2935.665844,
34.3067,20770,526.78142,-2935.427564,
34.3093,20772,526.829312,-2935.189284,
34.312,20773,526.853258,-2934.951004,
34.3147,20775,526.90115,-2934.712724,
34.3173,20776,526.925096,-2934.474444,
34.32,20779,526.996934,-2934.236163,
34.3227,20780,527.02088,-2933.997883,
34.3253,20781,527.044826,-2933.759603,
34.328,20783,527.092718,-2933.521323,
34.3307,20784,527.116664,-2933.283043,
34.3333,20787,527.188502,-2933.044762,
34.336,20788,527.212448,-2932.806482,
34.3387,20789,527.236394,-2932.568202,
34.3413,20790,527.26034,-2932.329922,
34.344,20792,527.308232,-2932.091642,
34.3467,20794,527.356124,-2931.853362,
34.3493,20796,527.404016,-2931.615081,
34.352,20797,527.427962,-2931.376801,
34.3547,20798,527.451908,-2931.138521,
34.3573,20799,527.475854,-2930.900241,
34.36,20802,527.547692,-2930.661961,
34.3627,20804,527.595584,-2930.423681,
34.3653,20805,527.61953,-2930.1854,
34.368,20806,527.643476,-2929.94712,
34.3707,20808,527.691368,-2929.70884,
34.3733,20810,527.73926,-2929.47056,
34.376,20812,527.787152,-2929.23228,
34.3787,20813,527.811098,-2928.993999,
34.3813,20814,527.835044,-2928.755719,
34.384,20816,527.882936,-2928.517439,
34.3867,20818,527.930828,-2928.279159,
34.3893,20820,527.97872,-2928.040879,
34.392,20821,528.002666,-2927.802599,
34.3947,20822,528.026612,-2927.564318,
34.3973,20824,528.074504,-2927.326038,
34.4,20826,528.122396,-2927.087758,
34.4027,20827,528.146342,-2926.849478,
34.4053,20829,528.194234,-2926.611198,
34.408,20831,528.242126,-2926.372918,
34.4107,20832,528.266072,-2926.134637,
34.4133,20834,528.313964,-2925.896357,
34.416,20836,528.361856,-2925.658077,
34.4187,20837,528.385802,-2925.419797,
34.4213,20839,528.433694,-2925.181517,
34.424,20840,528.45764,-2924.943236,
34.4267,20843,528.529478,-2924.704956,
34.4293,20844,528.553424,-2924.466676,
34.432,20846,528.601316,-2924.228396,
34.4347,20847,528.625262,-2923.990116,
34.4373,20848,528.649208,-2923.751836,
34.44,20851,528.721046,-2923.513555,
34.4427,20852,528.744992,-2923.275275,
34.4453,20854,528.792884,-2923.036995,
34.448,20855,528.81683,-2922.798715,
34.4507,20857,528.864722,-2922.560435,
34.4533,20860,528.93656,-2922.322155,
34.456,20861,528.960506,-2922.083874,
34.4587,20862,528.984452,-2921.845594,
34.4613,20864,529.032344,-2921.607314,
34.464,20865,529.05629,-2921.369034,
34.4667,20868,529.128128,-2921.130754,
34.4693,20869,529.152074,-2920.892473,
34.472,20871,529.199966,-2920.654193,
34.4747,20872,529.223912,-2920.415913,
34.4773,20874,529.271804,-2920.177633,
34.48,20877,529.343642,-2919.939353,
34.4827,20878,529.367588,-2919.701073,
34.4853,20879,529.391534,-2919.462792,
34.488,20881,529.439426,-2919.224512,
34.4907,20882,529.463372,-2918.986232,
34.4933,20885,529.53521,-2918.747952,
34.496,20887,529.583102,-2918.509672,
34.4987,20888,529.607048,-2918.271392,
34.5013,20889,529.630994,-2918.033111,
34.504,20891,529.678886,-2917.794831,
34.5067,20892,529.702832,-2917.556551,
34.5093,20895,529.77467,-2917.318271,
34.512,20896,529.798616,-2917.079991,
34.5147,20898,529.846508,-2916.84171,
34.5173,20899,529.870454,-2916.60343,
34.52,20902,529.942292,-2916.36515,
34.5227,20904,529.990184,-2916.12687,
34.5253,20905,530.01413,-2915.88859,
34.528,20906,530.038076,-2915.65031,
34.5307,20908,530.085968,-2915.412029,
34.5333,20910,530.13386,-2915.173749,
34.536,20912,530.181752,-2914.935469,
34.5387,20913,530.205698,-2914.697189,
34.5413,20915,530.25359,-2914.458909,
34.544,20916,530.277536,-2914.220628,
34.5467,20919,530.349374,-2913.982348,
34.5493,20920,530.37332,-2913.744068,
34.552,20921,530.397266,-2913.505788,
34.5547,20923,530.445158,-2913.267508,
34.5573,20924,530.469104,-2913.029228,
34.56,20927,530.540942,-2912.790947,
34.5627,20929,530.588834,-2912.552667,
34.5653,20930,530.61278,-2912.314387,
34.568,20932,530.660672,-2912.076107,
34.5707,20933,530.684618,-2911.837827,
34.5733,20936,530.756456,-2911.599547,
34.576,20937,530.780402,-2911.361266,
34.5787,20938,530.804348,-2911.122986,
34.5813,20940,530.85224,-2910.884706,
34.584,20941,530.876186,-2910.646426,
34.5867,20944,530.948024,-2910.408146,
34.5893,20946,530.995916,-2910.169865,
34.592,20947,531.019862,-2909.931585,
34.5947,20948,531.043808,-2909.693305,
34.5973,20950,531.0917,-2909.455025,
34.6,20952,531.139592,-2909.216745,
34.6027,20954,531.187484,-2908.978465,
34.6053,20955,531.21143,-2908.740184,
34.608,20957,531.259322,-2908.501904,
34.6107,20958,531.283268,-2908.263624,
34.6133,20961,531.355106,-2908.025344,
34.616,20962,531.379052,-2907.787064,
34.6187,20964,531.426944,-2907.548784,
34.6213,20965,531.45089,-2907.310503,
34.624,20966,531.474836,-2907.072223,
34.6267,20969,531.546674,-2906.833943,
34.6293,20970,531.57062,-2906.595663,
34.632,20972,531.618512,-2906.357383,
34.6347,20973,531.642458,-2906.119102,
34.6373,20975,531.69035,-2905.880822,
34.64,20978,531.762188,-2905.642542,
34.6427,20979,531.786134,-2905.404262,
34.6453,20981,531.834026,-2905.165982,
34.648,20982,531.857972,-2904.927702,
34.6507,20983,531.881918,-2904.689421,
34.6533,20986,531.953756,-2904.451141,
34.656,20987,531.977702,-2904.212861,
34.6587,20989,532.025594,-2903.974581,
34.6613,20990,532.04954,-2903.736301,
34.664,20992,532.097432,-2903.498021,
34.6667,20995,532.16927,-2903.25974,
34.6693,20996,532.193216,-2903.02146,
34.672,20997,532.217162,-2902.78318,
34.6747,20998,532.241108,-2902.5449,
34.6773,21000,532.289,-2902.30662,
34.68,21003,532.360838,-2902.068339,
34.6827,21004,532.384784,-2901.830059,
34.6853,21006,532.432676,-2901.591779,
34.688,21007,532.456622,-2901.353499,
34.6907,21009,532.504514,-2901.115219,
34.6933,21011,532.552406,-2900.876939,
34.696,21013,532.600298,-2900.638658,
34.6987,21014,532.624244,-2900.400378,
34.7013,21015,532.64819,-2900.162098,
34.704,21017,532.696082,-2899.923818,
34.7067,21020,532.76792,-2899.685538,
34.7093,21021,532.791866,-2899.447258,
34.712,21022,532.815812,-2899.208977,
34.7147,21024,532.863704,-2898.970697,
34.7173,21025,532.88765,-2898.732417,
34.72,21028,532.959488,-2898.494137,
34.7227,21029,532.983434,-2898.255857,
34.7253,21031,533.031326,-2898.017576,
34.728,21032,533.055272,-2897.779296,
34.7307,21034,533.103164,-2897.541016,
34.7333,21036,533.151056,-2897.302736,
34.736,21038,533.198948,-2897.064456,
34.7387,21039,533.222894,-2896.826176,
34.7413,21041,533.270786,-2896.587895,
34.744,21042,533.294732,-2896.349615,
34.7467,21045,533.36657,-2896.111335,
34.7493,21046,533.390516,-2895.873055,
34.752,21048,533.438408,-2895.634775,
34.7547,21049,533.462354,-2895.396495,
34.7573,21050,533.4863,-2895.158214,
34.76,21053,533.558138,-2894.919934,
34.7627,21055,533.60603,-2894.681654,
34.7653,21056,533.629976,-2894.443374,
34.768,21057,533.653922,-2894.205094,
34.7707,21059,533.701814,-2893.966813,
34.7733,21061,533.749706,-2893.728533,
34.776,21063,533.797598,-2893.490253,
34.7787,21064,533.821544,-2893.251973,
34.7813,21066,533.869436,-2893.013693,
34.784,21067,533.893382,-2892.775413,
34.7867,21070,533.96522,-2892.537132,
34.7893,21071,533.989166,-2892.298852,
34.792,21073,534.037058,-2892.060572,
34.7947,21074,534.061004,-2891.822292,
34.7973,21075,534.08495,-2891.584012,
34.8,21078,534.156788,-2891.345731,
34.8027,21080,534.20468,-2891.107451,
34.8053,21081,534.228626,-2890.869171,
34.808,21082,534.252572,-2890.630891,
34.8107,21084,534.300464,-2890.392611,
34.8133,21086,534.348356,-2890.154331,
34.816,21088,534.396248,-2889.91605,
34.8187,21089,534.420194,-2889.67777,
34.8213,21091,534.468086,-2889.43949,
34.824,21092,534.492032,-2889.20121,
34.8267,21095,534.56387,-2888.96293,
34.8293,21096,534.587816,-2888.72465,
34.832,21098,534.635708,-2888.486369,
34.8347,21099,534.659654,-2888.248089,
34.8373,21101,534.707546,-2888.009809,
34.84,21103,534.755438,-2887.771529,
34.8427,21105,534.80333,-2887.533249,
34.8453,21106,534.827276,-2887.294968,
34.848,21108,534.875168,-2887.056688,
34.8507,21108,534.875168,-2886.818408,
34.8533,21111,534.947006,-2886.580128,
34.856,21113,534.994898,-2886.341848,
34.8587,21114,535.018844,-2886.103568,
34.8613,21116,535.066736,-2885.865287,
34.864,21117,535.090682,-2885.627007,
34.8667,21119,535.138574,-2885.388727,
34.8693,21121,535.186466,-2885.150447,
34.872,21122,535.210412,-2884.912167,
34.8747,21124,535.258304,-2884.673887,
34.8773,21125,535.28225,-2884.435606,
34.88,21128,535.354088,-2884.197326,
34.8827,21129,535.378034,-2883.959046,
34.8853,21131,535.425926,-2883.720766,
34.888,21132,535.449872,-2883.482486,
34.8907,21133,535.473818,-2883.244205,
34.8933,21136,535.545656,-2883.005925,
34.896,21137,535.569602,-2882.767645,
34.8987,21139,535.617494,-2882.529365,
34.9013,21140,535.64144,-2882.291085,
34.904,21142,535.689332,-2882.052805,
34.9067,21144,535.737224,-2881.814524,
34.9093,21146,535.785116,-2881.576244,
34.912,21147,535.809062,-2881.337964,
34.9147,21149,535.856954,-2881.099684,
34.9173,21150,535.8809,-2880.861404,
34.92,21153,535.952738,-2880.623124,
34.9227,21154,535.976684,-2880.384843,
34.9253,21155,536.00063,-2880.146563,
34.928,21157,536.048522,-2879.908283,
34.9307,21158,536.072468,-2879.670003,
34.9333,21161,536.144306,-2879.431723,
34.936,21162,536.168252,-2879.193442,
34.9387,21164,536.216144,-2878.955162,
34.9413,21165,536.24009,-2878.716882,
34.944,21166,536.264036,-2878.478602,
34.9467,21169,536.335874,-2878.240322,
34.9493,21171,536.383766,-2878.002042,
34.952,21172,536.407712,-2877.763761,
34.9547,21173,536.431658,-2877.525481,
34.9573,21175,536.47955,-2877.287201,
34.96,21177,536.527442,-2877.048921,
34.9627,21179,536.575334,-2876.810641,
34.9653,21180,536.59928,-2876.572361,
34.968,21181,536.623226,-2876.33408,
34.9707,21183,536.671118,-2876.0958,
34.9733,21186,536.742956,-2875.85752,
34.976,21187,536.766902,-2875.61924,
34.9787,21188,536.790848,-2875.38096,
34.9813,21190,536.83874,-2875.142679,
34.984,21191,536.862686,-2874.904399,
34.9867,21194,536.934524,-2874.666119,
34.9893,21195,536.95847,-2874.427839,
34.992,21197,537.006362,-2874.189559,
34.9947,21198,537.030308,-2873.951279,
34.9973,21199,537.054254,-2873.712998,
35,21202,537.126092,-2873.474718,
35.0027,21204,537.173984,-2873.236438,
35.0053,21205,537.19793,-2872.998158,
35.008,21207,537.245822,-2872.759878,
35.0107,21208,537.269768,-2872.521597,
35.0133,21211,537.341606,-2872.283317,
35.016,21212,537.365552,-2872.045037,
35.0187,21213,537.389498,-2871.806757,
35.0213,21215,537.43739,-2871.568477,
35.024,21216,537.461336,-2871.330197,
35.0267,21219,537.533174,-2871.091916,
35.0293,21220,537.55712,-2870.853636,
35.032,21222,537.605012,-2870.615356,
35.0347,21223,537.628958,-2870.377076,
35.0373,21224,537.652904,-2870.138796,
35.04,21227,537.724742,-2869.900516,
35.0427,21229,537.772634,-2869.662235,
35.0453,21230,537.79658,-2869.423955,
35.048,21231,537.820526,-2869.185675,
35.0507,21233,537.868418,-2868.947395,
35.0533,21235,537.91631,-2868.709115,
35.056,21237,537.964202,-2868.470834,
35.0587,21238,537.988148,-2868.232554,
35.0613,21240,538.03604,-2867.994274,
35.064,21241,538.059986,-2867.755994,
35.0667,21244,538.131824,-2867.517714,
35.0693,21245,538.15577,-2867.279434,
35.072,21246,538.179716,-2867.041153,
35.0747,21248,538.227608,-2866.802873,
35.0773,21249,538.251554,-2866.564593,
35.08,21252,538.323392,-2866.326313,
35.0827,21253,538.347338,-2866.088033,
35.0853,21255,538.39523,-2865.849753,
35.088,21256,538.419176,-2865.611472,
35.0907,21257,538.443122,-2865.373192,
35.0933,21260,538.51496,-2865.134912,
35.096,21262,538.562852,-2864.896632,
35.0987,21263,538.586798,-2864.658352,
35.1013,21264,538.610744,-2864.420071,
35.104,21266,538.658636,-2864.181791,
35.1067,21268,538.706528,-2863.943511,
35.1093,21270,538.75442,-2863.705231,
35.112,21271,538.778366,-2863.466951,
35.1147,21273,538.826258,-2863.228671,
35.1173,21274,538.850204,-2862.99039,
35.12,21277,538.922042,-2862.75211,
35.1227,21278,538.945988,-2862.51383,
35.1253,21280,538.99388,-2862.27555,
35.128,21281,539.017826,-2862.03727,
35.1307,21282,539.041772,-2861.79899,
35.1333,21285,539.11361,-2861.560709,
35.136,21286,539.137556,-2861.322429,
35.1387,21288,539.185448,-2861.084149,
35.1413,21289,539.209394,-2860.845869,
35.144,21291,539.257286,-2860.607589,
35.1467,21293,539.305178,-2860.369308,
35.1493,21295,539.35307,-2860.131028,
35.152,21296,539.377016,-2859.892748,
35.1547,21298,539.424908,-2859.654468,
35.1573,21299,539.448854,-2859.416188,
35.16,21302,539.520692,-2859.177908,
35.1627,21303,539.544638,-2858.939627,
35.1653,21304,539.568584,-2858.701347,
35.168,21306,539.616476,-2858.463067,
35.1707,21307,539.640422,-2858.224787,
35.1733,21310,539.71226,-2857.986507,
35.176,21312,539.760152,-2857.748227,
35.1787,21313,539.784098,-2857.509946,
35.1813,21314,539.808044,-2857.271666,
35.184,21315,539.83199,-2857.033386,
35.1867,21319,539.927774,-2856.795106,
35.1893,21320,539.95172,-2856.556826,
35.192,21321,539.975666,-2856.318545,
35.1947,21323,540.023558,-2856.080265,
35.1973,21324,540.047504,-2855.841985,
35.2,21327,540.119342,-2855.603705,
35.2027,21328,540.143288,-2855.365425,
35.2053,21329,540.167234,-2855.127145,
35.208,21331,540.215126,-2854.888864,
35.2107,21332,540.239072,-2854.650584,
35.2133,21335,540.31091,-2854.412304,
35.216,21336,540.334856,-2854.174024,
35.2187,21338,540.382748,-2853.935744,
35.2213,21339,540.406694,-2853.697464,
35.224,21341,540.454586,-2853.459183,
35.2267,21343,540.502478,-2853.220903,
35.2293,21345,540.55037,-2852.982623,
35.232,21346,540.574316,-2852.744343,
35.2347,21348,540.622208,-2852.506063,
35.2373,21349,540.646154,-2852.267782,
35.24,21351,540.694046,-2852.029502,
35.2427,21353,540.741938,-2851.791222,
35.2453,21354,540.765884,-2851.552942,
35.248,21356,540.813776,-2851.314662,
35.2507,21357,540.837722,-2851.076382,
35.2533,21360,540.90956,-2850.838101,
35.256,21361,540.933506,-2850.599821,
35.2587,21362,540.957452,-2850.361541,
35.2613,21364,541.005344,-2850.123261,
35.264,21365,541.02929,-2849.884981,
35.2667,21368,541.101128,-2849.6467,
35.2693,21369,541.125074,-2849.40842,
35.272,21371,541.172966,-2849.17014,
35.2747,21372,541.196912,-2848.93186,
35.2773,21373,541.220858,-2848.69358,
35.28,21376,541.292696,-2848.4553,
35.2827,21378,541.340588,-2848.217019,
35.2853,21379,541.364534,-2847.978739,
35.288,21380,541.38848,-2847.740459,
35.2907,21382,541.436372,-2847.502179,
35.2933,21385,541.50821,-2847.263899,
35.296,21386,541.532156,-2847.025619,
35.2987,21387,541.556102,-2846.787338,
35.3013,21389,541.603994,-2846.549058,
35.304,21390,541.62794,-2846.310778,
35.3067,21393,541.699778,-2846.072498,
35.3093,21394,541.723724,-2845.834218,
35.312,21395,541.74767,-2845.595937,
35.3147,21397,541.795562,-2845.357657,
35.3173,21398,541.819508,-2845.119377,
35.32,21401,541.891346,-2844.881097,
35.3227,21403,541.939238,-2844.642817,
35.3253,21404,541.963184,-2844.404537,
35.328,21405,541.98713,-2844.166256,
35.3307,21407,542.035022,-2843.927976,
35.3333,21409,542.082914,-2843.689696,
35.336,21411,542.130806,-2843.451416,
35.3387,21412,542.154752,-2843.213136,
35.3413,21414,542.202644,-2842.974856,
35.344,21415,542.22659,-2842.736575,
35.3467,21417,542.274482,-2842.498295,
35.3493,21419,542.322374,-2842.260015,
35.352,21420,542.34632,-2842.021735,
35.3547,21422,542.394212,-2841.783455,
35.3573,21423,542.418158,-2841.545174,
35.36,21426,542.489996,-2841.306894,
35.3627,21427,542.513942,-2841.068614,
35.3653,21429,542.561834,-2840.830334,
35.368,21430,542.58578,-2840.592054,
35.3707,21431,542.609726,-2840.353774,
35.3733,21434,542.681564,-2840.115493,
35.376,21435,542.70551,-2839.877213,
35.3787,21437,542.753402,-2839.638933,
35.3813,21438,542.777348,-2839.400653,
35.384,21440,542.82524,-2839.162373,
35.3867,21442,542.873132,-2838.924093,
35.3893,21443,542.897078,-2838.685812,
35.392,21445,542.94497,-2838.447532,
35.3947,21446,542.968916,-2838.209252,
35.3973,21448,543.016808,-2837.970972,
35.4,21451,543.088646,-2837.732692,
35.4027,21452,543.112592,-2837.494411,
35.4053,21453,543.136538,-2837.256131,
35.408,21455,543.18443,-2837.017851,
35.4107,21456,543.208376,-2836.779571,
35.4133,21459,543.280214,-2836.541291,
35.416,21460,543.30416,-2836.303011,
35.4187,21462,543.352052,-2836.06473,
35.4213,21463,543.375998,-2835.82645,
35.424,21464,543.399944,-2835.58817,
35.4267,21467,543.471782,-2835.34989,
35.4293,21468,543.495728,-2835.11161,
35.432,21469,543.519674,-2834.87333,
35.4347,21471,543.567566,-2834.635049,
35.4373,21472,543.591512,-2834.396769,
35.44,21475,543.66335,-2834.158489,
35.4427,21476,543.687296,-2833.920209,
35.4453,21477,543.711242,-2833.681929,
35.448,21478,543.735188,-2833.443648,
35.4507,21480,543.78308,-2833.205368,
35.4533,21482,543.830972,-2832.967088,
35.456,21484,543.878864,-2832.728808,
35.4587,21485,543.90281,-2832.490528,
35.4613,21486,543.926756,-2832.252248,
35.464,21487,543.950702,-2832.013967,
35.4667,21489,543.998594,-2831.775687,
35.4693,21491,544.046486,-2831.537407,
35.472,21492,544.070432,-2831.299127,
35.4747,21493,544.094378,-2831.060847,
35.4773,21494,544.118324,-2830.822567,
35.48,21497,544.190162,-2830.584286,
35.4827,21498,544.214108,-2830.346006,
35.4853,21500,544.262,-2830.107726,
35.488,21501,544.285946,-2829.869446,
35.4907,21502,544.309892,-2829.631166,
35.4933,21505,544.38173,-2829.392885,
35.496,21506,544.405676,-2829.154605,
35.4987,21507,544.429622,-2828.916325,
35.5013,21508,544.453568,-2828.678045,
35.504,21510,544.50146,-2828.439765,
35.5067,21512,544.549352,-2828.201485,
35.5093,21514,544.597244,-2827.963204,
35.512,21515,544.62119,-2827.724924,
35.5147,21516,544.645136,-2827.486644,
35.5173,21517,544.669082,-2827.248364,
35.52,21520,544.74092,-2827.010084,
35.5227,21521,544.764866,-2826.771803,
35.5253,21523,544.812758,-2826.533523,
35.528,21524,544.836704,-2826.295243,
35.5307,21525,544.86065,-2826.056963,
35.5333,21528,544.932488,-2825.818683,
35.536,21530,544.98038,-2825.580403,
35.5387,21531,545.004326,-2825.342122,
35.5413,21532,545.028272,-2825.103842,
35.544,21535,545.10011,-2824.865562,
35.5467,21536,545.124056,-2824.627282,
35.5493,21538,545.171948,-2824.389002,
35.552,21539,545.195894,-2824.150722,
35.5547,21540,545.21984,-2823.912441,
35.5573,21543,545.291678,-2823.674161,
35.56,21544,545.315624,-2823.435881,
35.5627,21546,545.363516,-2823.197601,
35.5653,21547,温度,信号值(微伏),
35.568,21548,545.411408,-2822.959321,
35.5707,21551,545.483246,-2822.72104,
35.5733,21553,545.531138,-2822.48276,
35.576,21554,545.555084,-2822.24448,
35.5787,21555,545.57903,-2822.0062,
35.5813,21557,545.626922,-2821.76792,
35.584,21560,545.69876,-2821.52964,
35.5867,21561,545.722706,-2821.291359,
35.5893,21563,545.770598,-2821.053079,
35.592,21564,545.794544,-2820.814799,
35.5947,21565,545.81849,-2820.576519,
35.5973,21568,545.890328,-2820.338239,
35.6,21569,545.914274,-2820.099959,
35.6027,21571,545.962166,-2819.861678,
35.6053,21572,545.986112,-2819.623398,
35.608,21574,546.034004,-2819.385118,
35.6107,21576,546.081896,-2819.146838,
35.6133,21578,546.129788,-2818.908558,
35.616,21579,546.153734,-2818.670277,
35.6187,21580,546.17768,-2818.431997,
35.6213,21582,546.225572,-2818.193717,
35.624,21585,546.29741,-2817.955437,
35.6267,21586,546.321356,-2817.717157,
35.6293,21588,546.369248,-2817.478877,
35.632,21589,546.393194,-2817.240596,
35.6347,21590,546.41714,-2817.002316,
35.6373,21593,546.488978,-2816.764036,
35.64,21594,546.512924,-2816.525756,
35.6427,21596,546.560816,-2816.287476,
35.6453,21597,546.584762,-2816.049196,
35.648,21599,546.632654,-2815.810915,
35.6507,21601,546.680546,-2815.572635,
35.6533,21603,546.728438,-2815.334355,
35.656,21604,546.752384,-2815.096075,
35.6587,21605,546.77633,-2814.857795,
35.6613,21607,546.824222,-2814.619514,
35.664,21610,546.89606,-2814.381234,
35.6667,21611,546.920006,-2814.142954,
35.6693,21612,546.943952,-2813.904674,
35.672,21614,546.991844,-2813.666394,
35.6747,21615,547.01579,-2813.428114,
35.6773,21618,547.087628,-2813.189833,
35.68,21620,547.13552,-2812.951553,
35.6827,21621,547.159466,-2812.713273,
35.6853,21622,547.183412,-2812.474993,
35.688,21624,547.231304,-2812.236713,
35.6907,21627,547.303142,-2811.998433,
35.6933,21628,547.327088,-2811.760152,
35.696,21630,547.37498,-2811.521872,
35.6987,21631,547.398926,-2811.283592,
35.7013,21632,547.422872,-2811.045312,
35.704,21635,547.49471,-2810.807032,
35.7067,21636,547.518656,-2810.568751,
35.7093,21638,547.566548,-2810.330471,
35.712,21639,547.590494,-2810.092191,
35.7147,21641,547.638386,-2809.853911,
35.7173,21644,547.710224,-2809.615631,
35.72,21645,547.73417,-2809.377351,
35.7227,21646,547.758116,-2809.13907,
35.7253,21648,547.806008,-2808.90079,
35.728,21649,547.829954,-2808.66251,
35.7307,21651,547.877846,-2808.42423,
35.7333,21654,547.949684,-2808.18595,
35.736,21655,547.97363,-2807.94767,
35.7387,21656,547.997576,-2807.709389,
35.7413,21658,548.045468,-2807.471109,
35.744,21660,548.09336,-2807.232829,
35.7467,21662,548.141252,-2806.994549,
35.7493,21663,548.165198,-2806.756269,
35.752,21665,548.21309,-2806.517988,
35.7547,21666,548.237036,-2806.279708,
35.7573,21669,548.308874,-2806.041428,
35.76,21671,548.356766,-2805.803148,
35.7627,21672,548.380712,-2805.564868,
35.7653,21674,548.428604,-2805.326588,
35.768,21675,548.45255,-2805.088307,
35.7707,21678,548.524388,-2804.850027,
35.7733,21679,548.548334,-2804.611747,
35.776,21680,548.57228,-2804.373467,
35.7787,21682,548.620172,-2804.135187,
35.7813,21684,548.668064,-2803.896906,
35.784,21686,548.715956,-2803.658626,
35.7867,21688,548.763848,-2803.420346,
35.7893,21689,548.787794,-2803.182066,
35.792,21691,548.835686,-2802.943786,
35.7947,21692,548.859632,-2802.705506,
35.7973,21695,548.93147,-2802.467225,
35.8,21696,548.955416,-2802.228945,
35.8027,21698,549.003308,-2801.990665,
35.8053,21699,549.027254,-2801.752385,
35.808,21701,549.075146,-2801.514105,
35.8107,21704,549.146984,-2801.275825,
35.8133,21705,549.17093,-2801.037544,
35.816,21706,549.194876,-2800.799264,
35.8187,21708,549.242768,-2800.560984,
35.8213,21709,549.266714,-2800.322704,
35.824,21712,549.338552,-2800.084424,
35.8267,21714,549.386444,-2799.846143,
35.8293,21715,549.41039,-2799.607863,
35.832,21716,549.434336,-2799.369583,
